,RAJ2000,DEJ2000,Use,F24,LIR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN
576,150.0615845,2.1844797,1,0.009408,70019200000.0,1.9571,0.295619,0.385741,0.340148,0,,
623,150.0860443,2.1847978,1,0.0372,258982000000.0,1.8092,0.145062,0.612977,2.65565,0,,
624,150.0867615,2.1847994,1,0.03757,266120000000.0,1.7438,0.707007,0.989606,2.26219,0,,
625,150.0595398,2.1848972,1,0.002985,89167800000.0,2.8434,0.379017,1.28322,1.89406,0,,
629,150.1026306,2.1854253,1,0.092191,1137390000000.0,2.3934,0.232359,0.455616,2.30855,0,,
632,150.102829,2.1855614,1,0.0114,486721000000.0,3.0324,0.444117,0.482756,1.29592,0,,
647,150.0609436,2.1855509,1,0.004806,4949350000.0,0.8816,0.197606,0.427118,0.835733,0,,
650,150.1047058,2.1856146,1,0.008547,9438660000.0,0.9108,0.16655,0.338262,0.24331,0,,
655,150.0529938,2.1858535,1,0.01368,1609460000000.0,3.498,0.32248,0.347047,0.27759,0,,
658,150.1043701,2.185241,1,0.01173,99522600000.0,2.1527,0.854617,1.33125,1.52083,0,,
667,150.1267548,2.1856854,1,0.03742,29840900000.0,0.7575,0.287135,0.592151,0.736507,0,,
671,150.0736084,2.1859293,1,0.02027,144496000000.0,1.888,0.397247,0.55161,0.834313,0,,
674,150.0864563,2.1856904,1,0.005996,41162200000.0,1.5789,0.5311,0.829256,1.14645,0,,
678,150.0774536,2.1853943,1,0.09157,820828000000.0,2.1513,0.284851,1.25978,7.54117,0,,
684,150.091156,2.1854126,1,0.002585,6705140000.0,1.2052,0.339674,1.21072,6.47804,0,,
689,150.0868378,2.18507,1,0.007162,905526000000.0,0.4733,2.08229,2.91036,2.38647,0,,
693,150.0804443,2.1857123,1,0.01263,12798900000.0,0.8788,0.569452,1.25268,2.91609,0,,
695,150.2024536,2.1863301,1,0.01362,96852200000.0,1.6262,0.289372,0.478428,0.598291,0,,
696,150.1037445,2.1850903,1,0.009583,20722400000.0,1.1494,1.56888,3.90799,8.10964,0,,
697,150.2019348,2.1859756,1,0.0008787,59154200.0,0.2925,0.395563,0.842882,1.18978,0,,
699,150.0814362,2.1864877,1,0.02446,1269670000000.0,3.1207,0.29997,0.533387,0.609877,0,,
701,150.0807648,2.1863325,1,0.009112,9233880000.0,0.8756,0.103762,0.246614,0.727151,0,,
704,150.1586914,2.1858327,1,0.007658,7886410000.0,0.8839,0.41754,1.03778,1.48177,0,,
707,150.0913239,2.1865301,1,0.01241,14670500000.0,0.9458,0.111636,0.320715,0.687368,0,,
708,150.1644592,2.1866086,1,0.005484,1474140000.0,0.4819,0.199726,0.295624,0.358272,0,,
709,150.0505981,2.1866231,1,0.00363,29852200000.0,2.0623,0.212013,0.348075,0.266927,0,,
714,150.1638489,2.18612,1,0.00949,43356100000.0,1.3553,0.653642,1.22,1.716,0,,
716,150.1592102,2.1862979,1,0.04704,354481000000.0,1.9731,0.567582,0.927105,1.77216,0,,
721,150.0764008,2.18609,1,0.03923,688550000000.0,2.568,1.15836,3.01715,6.35456,0,,
727,150.1253052,2.1864247,1,0.006228,4249320000.0,0.7047,0.255381,0.542722,0.753692,0,,
733,150.1222839,2.1870849,1,0.01074,61907300000.0,1.4574,0.155016,0.230944,0.248848,0,,
735,150.1721344,2.1864839,1,0.002123,2509710000.0,0.9406,0.631266,1.2728,1.78026,0,,
737,150.0712433,2.1865456,1,0.0001669,81841300.0,0.6039,0.191892,0.538793,1.47403,0,,
738,150.0734253,2.186229,1,0.05533,1008540000000.0,2.5897,0.49749,1.29454,4.19286,0,,
744,150.0874176,2.1860104,1,0.01499,15437100000.0,0.8875,1.04569,2.53916,5.50052,0,,
745,150.0869751,2.1864257,1,0.01052,6282120000.0,0.6649,0.2784,1.21368,2.98821,0,,
750,150.1569672,2.1866355,1,0.003069,3160540000.0,0.8796,0.565785,1.04885,1.83942,0,,
754,150.1598969,2.1871042,1,0.007633,49212300000.0,1.5332,0.286603,0.553331,0.707548,0,,
757,150.1037445,2.1870694,1,0.01003,70387300000.0,1.7661,0.115258,0.334662,0.675202,0,,
759,150.1533203,2.1862833,1,0.01697,17841300000.0,0.8921,2.04252,3.97345,6.53922,0,,
760,150.0853577,2.1863894,1,0.003809,31792100000.0,2.0725,0.506675,2.2556,5.43364,0,,
761,150.0884705,2.1870916,1,0.01639,10040400000.0,0.6702,0.0683828,0.220916,0.692524,0,,
768,150.1692505,2.1866107,1,0.01264,9582700000.0,0.7435,1.0236,2.14713,3.76102,0,,
769,150.1979218,2.1867216,1,0.01156,10698400000.0,0.8204,0.531416,1.51912,4.28207,0,,
772,150.0818481,2.1869929,1,0.1043,757833000000.0,1.9246,0.137081,0.833177,3.96369,0,,
774,150.1021423,2.1872745,1,0.005216,33629200000.0,1.5258,0.454105,0.630191,0.746655,0,,
776,150.1833649,2.1866722,1,0.05334,602916000000.0,2.3496,0.819039,2.25466,3.95788,0,,
778,150.1570435,2.1873751,1,0.05679,1485090000000.0,2.7655,0.964125,1.43228,3.2118,0,,
785,150.1781006,2.187731,1,0.001745,3879980000.0,1.1542,0.165566,0.314028,0.690306,0,,
793,150.1545563,2.1871579,1,0.03273,8814260000000.0,4.1645,0.840057,1.79628,1.93792,0,,
794,150.1571045,2.1870289,1,0.009587,206644000.0,0.1859,0.564289,1.10602,1.71909,0,,
798,150.0947723,2.1879032,1,0.005789,707735000.0,0.3649,0.0569023,0.219463,0.458785,0,,
800,150.1519623,2.1879144,1,0.02067,41130800000.0,1.1125,0.249121,0.399538,0.577203,0,,
801,150.1033783,2.1857498,1,0.02405,8593060000.0,0.5201,4.57718,7.79122,12.0217,0,,
802,150.1205292,2.1870167,1,0.006207,7517560000.0,0.9526,1.58672,2.92486,4.48067,0,,
803,150.1047363,2.1874046,1,0.01037,81481500000.0,2.0045,0.568976,1.29515,2.49455,0,,
804,150.2028503,2.1874964,1,0.002112,14821300000.0,1.7713,0.944123,1.4845,1.77858,0,,
807,150.0830841,2.1880548,1,0.001112,270476000000.0,3.9707,0.288366,1.03334,3.42222,0,,
808,150.1039429,2.1864316,1,0.4261,3766110000000.0,2.1397,0.771221,4.41147,29.4998,0,,
810,150.1578674,2.1871293,1,0.04274,298229000000.0,1.8311,0.294602,2.25236,11.122,0,,
812,150.1002197,2.1879127,1,0.003676,1909910000.0,0.6232,0.139287,0.373473,0.761088,0,,
816,150.0715027,2.1872392,1,0.015,18167100000.0,0.9489,0.746852,1.76879,3.64665,0,,
820,150.1594086,2.1871526,1,0.06256,1226060000000.0,2.6251,0.856984,2.58787,7.74888,0,,
821,150.2024536,2.1881957,1,0.004156,3846230000.0,0.8207,0.157145,0.282865,0.30397,0,,
824,150.0775909,2.187716,1,0.04383,7406240000000.0,3.7537,1.04946,1.3107,1.88392,0,,
826,150.1630859,2.1869695,1,0.0284,31362800000.0,0.9134,1.25149,3.23858,6.113,0,,
828,150.105423,2.1852295,1,0.09213,188590000000.0,1.128,2.28079,9.20327,26.3403,0,,
830,150.1695862,2.1872883,1,0.05866,1428630000000.0,2.7232,0.73971,2.31065,9.13965,0,,
834,150.1639709,2.1873572,1,0.01937,1727800000.0,0.3242,0.438537,1.46288,3.03843,0,,
840,150.1509247,2.1877494,1,0.0008104,5770550000.0,1.7285,0.653373,1.31044,2.19601,0,,
841,150.1570129,2.1879625,1,0.01089,2518720000000.0,3.9302,0.668605,1.39139,1.48903,0,,
842,150.1660919,2.1882827,1,0.007495,22805700000.0,1.2558,0.430469,0.544261,0.485061,0,,
844,150.0618744,2.1878169,1,0.01214,177451000000.0,2.4752,0.828646,1.48464,1.98575,0,,
845,150.2034607,2.1885252,1,0.002506,7302680000.0,1.2432,0.166344,0.280058,0.377975,0,,
847,150.0830383,2.1866562,1,0.1209,94046500000.0,0.747,1.57985,8.43147,37.3811,0,,
848,150.0890045,2.1880665,1,0.02392,839825000000.0,2.9405,0.6207,1.18524,2.3537,0,,
849,150.2068481,2.1884568,1,0.001435,9985360000.0,1.8227,0.28826,0.393678,0.580921,0,,
850,150.0793152,2.1858644,1,0.2809,332066000000.0,0.9398,3.9171,14.1031,48.4833,0,,
851,150.0755157,2.1870353,1,0.003454,7070330000.0,1.1202,1.09724,2.43617,4.41332,0,,
857,150.1957245,2.1885509,1,0.02201,23140100000.0,0.8929,0.180553,0.34095,0.283928,0,,
858,150.0737457,2.1886694,1,0.0362,132377000000.0,1.3057,0.0987747,0.254317,0.611373,0,,
859,150.0775757,2.1882896,1,0.01345,2814290000000.0,3.8499,0.638015,1.21405,0.882614,0,,
862,150.1216583,2.1883264,1,0.006004,21955600000.0,1.3031,0.32143,0.558262,0.722794,0,,
863,150.1220703,2.1885407,1,0.004595,43099800000.0,2.194,0.341539,0.526115,0.61712,0,,
864,150.0688782,2.1887684,1,0.034467,4696040000000.0,3.5684,0.336404,0.781246,1.64704,0,,
866,150.0705872,2.1879325,1,0.009502,17313100000.0,1.0779,0.238356,1.68064,5.07227,0,,
869,150.1450348,2.1881993,1,0.04838,340357000000.0,1.8708,0.588059,1.12581,1.66578,0,,
870,150.0525055,2.1884575,1,0.006366,44680300000.0,1.6098,0.521783,0.956017,1.39151,0,,
871,150.0897675,2.1885591,1,0.0281,11598700000.0,0.5672,0.0448318,0.22804,0.409033,0,,
873,150.083847,2.187968,1,0.009941,12384700000.0,0.9636,0.802769,1.37619,2.12159,0,,
877,150.0584869,2.1879289,1,0.03692,84326200000.0,1.1656,2.08156,3.66004,6.31995,0,,
880,150.1233673,2.1885481,1,1.892e-05,136125000.0,1.907,0.376592,0.631302,0.721999,0,,
885,150.0670319,2.1880052,1,0.02482,69610600000.0,1.2338,0.476115,1.30019,4.41379,0,,
888,150.1021576,2.188432,1,0.0006865,409950000.0,0.6649,0.122095,0.380931,0.863381,0,,
889,150.1608734,2.1886604,1,0.007048,10893000000.0,1.0313,0.176079,0.347971,0.430552,0,,
895,150.0626831,2.1887407,1,0.02362,253931000000.0,2.3129,0.745407,1.05586,1.17116,0,,
899,150.0631561,2.1884015,1,0.02535,255533000000.0,2.2598,0.87057,1.71707,2.17521,0,,
901,150.1566162,2.1870983,1,0.003999,4416190000.0,0.9119,1.7243,4.14838,8.08437,0,,
903,150.1482697,2.1886647,1,0.01429,1747030000.0,0.2775,0.265221,0.461821,0.893771,0,,
906,150.1831512,2.1880851,1,0.01024,7365140000.0,0.7242,1.19995,3.04282,5.59445,0,,
910,150.1573029,2.1887572,1,0.0298,32045400000.0,0.9058,0.370833,0.891785,1.9567,0,,
916,150.0789337,2.1879094,1,0.01096,95632100.0,0.1255,2.22789,3.85015,5.63733,0,,
919,150.0730896,2.1886487,1,0.02701,190476000000.0,1.7561,0.700113,1.36553,2.64622,0,,
920,150.1467285,2.1874218,1,0.07377,55926900000.0,0.7391,2.01378,7.83737,23.396,0,,
921,150.1065216,2.1887555,1,0.00442,31018100000.0,1.7621,1.19977,1.68466,1.91949,0,,
922,150.0952148,2.1887252,1,0.01184,22199700000.0,1.0878,0.77662,1.29914,1.83087,0,,
927,150.1893311,2.1887832,1,0.009157,64862000000.0,1.7436,0.494708,1.06779,1.68055,0,,
929,150.1454926,2.1875947,1,0.03166,207530000000.0,1.5413,1.16987,2.55773,6.05306,0,,
932,150.1449127,2.1889746,1,0.01917,193238000000.0,2.2579,0.37531,0.737382,1.57062,0,,
933,150.131073,2.1891854,1,0.004867,2386590000.0,0.6063,0.292561,0.53607,1.03034,0,,
936,150.0703278,2.187602,1,0.1098,250786000000.0,1.1693,0.838703,4.07631,11.2667,0,,
937,150.197525,2.1892245,1,0.008828,22172200000.0,1.2043,0.237196,0.419246,0.643875,0,,
941,150.1493378,2.1880991,1,0.002487,2130170000.0,0.7871,1.14838,2.29129,3.59195,0,,
948,150.1958313,2.1894286,1,0.005561,43093600000.0,1.9913,0.303391,0.551338,0.967763,0,,
951,150.2041168,2.1869907,1,0.1438,17580300000.0,0.364,11.1407,21.8695,38.1559,0,,
952,150.0715942,2.1884625,1,0.01026,13149300000.0,0.9698,0.801321,2.19275,5.52623,0,,
953,150.125885,2.1887014,1,0.006459,5024370000.0,0.747,0.530878,1.05577,1.58021,0,,
954,150.1069336,2.1897058,1,0.01767,126197000000.0,1.7168,0.194901,0.351262,0.498172,0,,
958,150.0695953,2.1888845,1,0.01914,12714600000.0,0.6959,0.613108,1.1302,1.64384,0,,
959,150.1015778,2.1891346,1,0.01229,87821600000.0,1.653,0.998058,1.60963,1.94403,0,,
963,150.1842499,2.1895506,1,0.0006475,189246000.0,0.5013,0.216481,0.428911,0.672969,0,,
965,150.094986,2.1899657,1,0.00585,7730260000.0,0.9801,0.130931,0.241282,0.242762,0,,
966,150.0959473,2.1889422,1,0.01291,13295100000.0,0.8879,0.170789,0.701136,2.0713,0,,
971,150.1856842,2.1895976,1,0.006691,105244000000.0,2.5081,0.608043,0.810074,0.576506,0,,
978,150.1557617,2.188272,1,0.009953,24155600000.0,1.1931,1.92077,3.55002,6.83008,0,,
979,150.0514374,2.1894493,1,0.001208,8055770000.0,1.5526,0.260884,0.977544,3.03853,0,,
980,150.154129,2.1895511,1,0.002158,1288670000.0,0.6599,0.109026,0.419315,0.853865,0,,
985,150.192337,2.189688,1,0.01055,383685000000.0,2.9695,0.606286,0.984159,0.933016,0,,
990,150.1947327,2.1881149,1,0.0559,34243900000.0,0.6696,2.56287,7.28306,17.9074,0,,
991,150.0996552,2.1885118,1,0.1803,208415000000.0,0.9273,1.14844,3.17918,10.9473,0,,
996,150.0697784,2.1876705,1,0.1127,621717000000.0,1.4284,3.22942,7.46151,14.7408,0,,
998,150.1610107,2.1893344,1,0.003492,3231730000.0,0.8149,0.498953,1.15153,1.96268,0,,
999,150.1453247,2.1899192,1,0.009969,6988210000.0,0.7112,0.183839,0.339968,0.454214,0,,
1002,150.0686646,2.188972,1,0.01698,277281000000.0,2.5241,1.1461,1.88493,2.24024,0,,
1003,150.2023315,2.1901665,1,0.02156,151301000000.0,1.7673,0.26191,0.417195,0.626923,0,,
1009,150.1875763,2.1894784,1,0.01053,11852700000.0,0.9232,0.633433,1.05361,1.70062,0,,
1010,150.0507507,2.1899936,1,0.00459,906851000.0,0.4343,0.172779,0.437302,0.701834,0,,
1014,150.2003021,2.1905024,1,0.01041,253529000000.0,2.7305,0.187712,0.256951,2.97827,0,,
1015,150.0626984,2.1883359,1,0.1009,113574000000.0,0.9247,0.857224,2.75087,11.134,0,,
1016,150.1197052,2.188756,1,0.03976,317783000000.0,2.0242,0.441278,2.00134,6.00371,0,,
1017,150.075058,2.1888258,1,0.00444,194742000.0,0.246,0.75757,1.70073,2.79446,0,,
1022,150.1704865,2.1903753,1,0.005037,28402600000.0,1.4371,0.257891,0.340883,0.447813,0,,
1025,150.093338,2.190022,1,0.009083,406119000000.0,3.0635,0.743094,1.48379,3.45331,0,,
1027,150.0716248,2.189913,1,0.008539,89877700000.0,2.4325,0.619716,1.03625,2.34199,0,,
1029,150.0845642,2.1900918,1,0.004985,181296000000.0,2.7569,0.659898,0.992706,1.21291,0,,
1034,150.1937561,2.190443,1,0.01944,6678770000.0,0.5283,0.285288,0.489299,0.616971,0,,
1036,150.0769501,2.1900902,1,0.01044,73264500000.0,1.7727,0.760914,1.3604,2.28028,0,,
1037,150.1308441,2.1905057,1,0.01737,2983450000.0,0.4103,0.0911449,0.21512,0.396187,0,,
1039,150.164093,2.1884696,1,0.0168,1668480000.0,0.3372,1.82775,4.58807,8.78082,0,,
1046,150.0790863,2.190984,1,0.005907,498446000.0,0.3132,0.0975257,0.202625,0.274674,0,,
1047,150.0530853,2.1909852,1,0.001501,58914400000.0,3.004,0.387321,0.406401,0.666963,0,,
1048,150.0744781,2.1903901,1,0.0007239,1399720000.0,1.0985,0.134846,0.380448,0.979153,0,,
1054,150.0721741,2.1897528,1,0.05285,373920000000.0,1.6198,0.534258,2.11726,4.86009,0,,
1056,150.0611572,2.1884112,1,0.1225,141602000000.0,0.9317,2.54917,6.55222,15.4592,0,,
1058,150.1142426,2.190701,1,0.009059,3112300000.0,0.5265,0.182979,0.400904,0.816621,0,,
1059,150.1922455,2.1907094,1,0.03573,3315620000000.0,3.3641,0.193689,0.276609,0.510982,0,,
1060,150.0518341,2.1901417,1,0.07584,527728000000.0,1.82,1.45055,3.0239,6.92183,0,,
1062,150.2023773,2.1905699,1,0.01057,521334000000.0,3.0984,0.651925,0.712969,1.27903,0,,
1067,150.1434174,2.1896725,1,0.01289,2432370000.0,0.4284,1.39956,2.53957,4.2474,0,,
1068,150.119278,2.1879079,1,0.2218,220124000000.0,0.8687,3.67304,11.1145,32.6238,0,,
1070,150.1692657,2.1904316,1,0.001425,1498160000.0,0.8936,0.544893,1.03835,1.85187,0,,
1071,150.0539551,2.1906531,1,0.005756,225924000000.0,3.0088,0.59124,1.22924,1.96303,0,,
1072,150.0893555,2.1909494,1,0.002434,1335720000.0,0.6381,0.177068,0.366157,0.540031,0,,
1073,150.0613556,2.1893177,1,0.09522,110068000000.0,0.9331,2.23458,5.54402,12.9493,0,,
1074,150.1306305,2.1900239,1,0.0132,12933600000.0,0.8574,0.445962,2.56177,7.75462,0,,
1076,150.0519104,2.190984,1,0.1023,89531000000.0,0.789,0.463941,0.954013,0.613852,0,,
1078,150.1181488,2.1894164,1,0.0009892,98241600.0,0.336,1.35739,3.01928,5.21101,0,,
1081,150.1144409,2.1908405,1,0.002716,20467100000.0,1.9686,0.356938,0.579505,0.645204,0,,
1082,150.0719757,2.1901972,1,0.1334,2811220000000.0,2.6614,0.398681,1.85338,15.0395,0,,
1083,150.203598,2.190856,1,0.008153,177992000000.0,2.6713,0.115698,0.754545,1.88756,0,,
1084,150.1708221,2.1908412,1,0.003315,23850600000.0,1.9034,0.84298,1.04615,1.16751,0,,
1085,150.1555328,2.1909628,1,0.005667,6094000000.0,0.8995,0.261215,0.548887,0.77088,0,,
1087,150.0989227,2.1911452,1,0.002725,24426700000.0,2.1569,0.353602,0.426159,0.589417,0,,
1088,150.0990295,2.1899612,1,0.02973,18709300000.0,0.6763,1.18632,3.0478,5.8868,0,,
1089,150.1520691,2.1903524,1,0.007426,4318040000.0,0.6513,0.387579,1.94899,5.09587,0,,
1091,150.1307983,2.1913078,1,0.01816,895689000000.0,3.1044,0.222931,0.314426,0.618721,0,,
1096,150.0942688,2.1893096,1,0.0003577,458431000.0,0.9695,0.813081,4.64395,14.4639,0,,
1098,150.1766052,2.1902401,1,0.03884,33992000000.0,0.7885,2.20747,4.67481,9.07826,0,,
1107,150.0956421,2.1899681,1,0.05358,39548400000.0,0.7274,1.85863,5.56827,14.3801,0,,
1108,150.190506,2.190644,1,0.09543,843464000000.0,2.1275,1.02282,2.37051,6.17378,0,,
1111,150.1929932,2.1913912,1,0.007463,105707000000.0,2.4605,0.558832,1.03397,1.59598,0,,
1114,150.0980682,2.1916037,1,0.005037,43344000000.0,2.0998,0.115872,0.321969,0.620657,0,,
1117,150.2066345,2.1917174,1,0.01265,25172000000.0,1.115,0.209967,0.318543,0.396042,0,,
1122,150.1392975,2.1914184,1,0.003558,4004920000.0,0.9189,0.240615,0.359656,1.04757,0,,
1138,150.1403503,2.1904585,1,0.00259,1384090000.0,0.6271,0.379511,1.11228,2.37518,0,,
1142,150.1091766,2.1918006,1,0.004822,3845340000.0,0.7526,0.103057,0.282493,0.587834,0,,
1143,150.0463715,2.1919284,1,0.0001338,200205000.0,1.02,0.265351,0.342888,0.586977,0,,
1147,150.1517334,2.1886818,1,0.4599,507879000000.0,0.9111,5.47373,15.969,46.0074,0,,
1150,150.1405487,2.1919806,1,0.009075,18058100000.0,1.117,0.0764098,0.19303,0.587086,0,,
1153,150.1938629,2.1916184,1,0.04318,2497600000000.0,3.1645,1.2698,1.3285,1.85443,0,,
1156,150.1711426,2.1905384,1,0.002126,10824500000.0,1.3964,1.42672,2.31617,3.12318,0,,
1157,150.1188507,2.1899571,1,0.02594,2711130000.0,0.3392,1.72715,8.52017,30.8572,0,,
1158,150.1960449,2.1910605,1,0.0149,16454400000.0,0.912,1.52635,3.53411,6.56866,0,,
1159,150.15242,2.191601,1,0.04469,319440000000.0,1.7029,0.400994,0.82019,1.51592,0,,
1160,150.0462341,2.1915708,1,0.002704,204624000.0,0.3053,0.188371,0.542355,1.07291,0,,
1161,150.1861115,2.1921184,1,0.02748,191010000000.0,1.5866,0.232919,0.428261,0.58009,0,,
1163,150.1891632,2.190912,1,0.1265,230490000000.0,1.0813,1.43495,4.45177,15.7324,0,,
1164,150.1008759,2.1918283,1,0.005521,5479270000.0,0.8689,0.0952317,0.487505,1.2609,0,,
1165,150.1582031,2.1901205,1,0.3189,328412000000.0,0.8811,3.5443,12.0461,40.997,0,,
1166,150.1511383,2.1902034,1,0.0002789,34097000.0,0.3637,2.57631,5.89334,11.5799,0,,
1169,150.066391,2.1922045,1,0.01355,7040080000.0,0.6254,0.0836122,0.279459,0.30458,0,,
1172,150.0592194,2.1909976,1,0.04176,108320000000.0,1.2054,2.07099,4.4395,8.82839,0,,
1176,150.1749878,2.1920815,1,0.009364,605618000000.0,3.2071,0.375085,0.531096,0.728854,0,,
1178,150.0738373,2.1893759,1,0.007544,53645600000.0,1.6316,3.57947,19.9935,55.4674,0,,
1183,150.1141357,2.1926484,1,0.00485,4994660000.0,0.8798,0.122304,0.243291,0.308149,0,,
1190,150.0977936,2.1920221,1,0.009209,65805500000.0,1.6601,0.643487,1.22182,1.98665,0,,
1191,150.1932373,2.1927669,1,0.003286,49858400000.0,2.5005,0.172454,0.283364,0.209046,0,,
1198,150.1616821,2.1914172,1,0.004692,5045540000.0,0.906,1.10154,2.37797,3.7466,0,,
1205,150.0535126,2.1924615,1,0.00531,807273000000.0,3.6407,0.304849,0.844581,0.920795,0,,
1206,150.1686249,2.1926546,1,0.02015,16867600000.0,0.7703,0.176872,0.378324,0.704571,0,,
1207,150.0723419,2.1926541,1,0.002293,19454800000.0,2.0865,0.223383,0.35759,0.264349,0,,
1209,150.1873627,2.1915426,1,0.00279,1755760000.0,0.6836,1.01779,1.90502,3.01476,0,,
1213,150.1280365,2.1904352,1,0.01844,13610900000.0,0.7343,2.4508,4.58542,6.65725,0,,
1216,150.1463013,2.1878326,1,0.0784,56389400000.0,0.7252,2.38099,16.7009,78.1954,0,,
1217,150.1496277,2.1910625,1,0.1374,1182340000000.0,2.1118,5.79847,12.0456,24.3683,0,,
1218,150.0781708,2.1897273,1,0.02139,770438000.0,0.2252,2.30547,6.08007,11.631,0,,
1220,150.166748,2.1916692,1,0.01542,110943000000.0,1.9036,1.79182,3.80194,6.77907,0,,
1221,150.1604156,2.1923077,1,0.005346,14993500000.0,1.2315,0.636454,1.32379,2.36909,0,,
1222,150.1668396,2.1925228,1,0.001193,1254250000.0,0.8941,0.741721,1.00271,1.28726,0,,
1224,150.0991211,2.1929266,1,0.01342,12621100000.0,0.8313,0.0353618,0.169959,0.377852,0,,
1228,150.212616,2.191967,1,0.03885,17888000000.0,0.5872,0.613279,1.13995,2.36275,0,,
1232,150.1697845,2.1927905,1,0.007544,44270700000.0,1.464,0.258992,0.454025,0.684896,0,,
1233,150.0830994,2.1931267,1,0.01119,1746810000.0,0.3991,0.109542,0.244952,0.382913,0,,
1235,150.1513672,2.1915543,1,0.05086,29573900000.0,0.6569,1.10089,3.82648,11.8662,0,,
1240,150.163208,2.1907859,1,0.001179,1327090000.0,0.9182,1.61782,10.333,34.0499,0,,
1246,150.0907898,2.1914213,1,0.04765,29986500000.0,0.6812,1.1723,4.87915,14.7541,0,,
1247,150.1590118,2.1912806,1,0.2728,315339000000.0,0.9291,0.566819,3.18518,18.4443,0,,
1250,150.0621033,2.1915545,1,0.02453,317721000.0,0.1514,0.483104,2.00693,4.81329,0,,
1253,150.0930939,2.192389,1,0.01582,12615800000.0,0.7578,0.105116,0.441419,0.757257,0,,
1254,150.1986084,2.1923704,1,0.02997,986265000000.0,2.893,1.52242,2.87349,4.16534,0,,
1262,150.1156006,2.193043,1,0.01032,133668000.0,0.1484,0.180686,0.30369,0.880403,0,,
1264,150.0401154,2.1934533,1,0.01222,90947600000.0,1.9461,0.261594,0.483035,0.717798,0,,
1266,150.0977478,2.1933918,1,0.01679,633544000000.0,2.9882,0.144888,0.330146,0.202897,0,,
1270,150.1298981,2.1929896,1,0.02158,21144500000.0,0.8606,0.169235,0.408321,0.998004,0,,
1274,150.1651917,2.1930959,1,0.01662,115523000000.0,1.5937,0.530726,0.850572,1.06155,0,,
1276,150.2100983,2.1901474,1,0.07389,5284200000.0,0.295,2.33248,11.1489,47.975,0,,
1277,150.1930847,2.19102,1,0.05326,587569000000.0,2.3228,1.74257,4.21842,10.0242,0,,
1278,150.0625458,2.1917653,1,0.02002,22534700000.0,0.9235,0.506236,1.7253,4.7056,0,,
1281,150.0539246,2.1938164,1,0.01317,91687900000.0,1.8059,0.292939,0.317015,0.365914,0,,
1282,150.0405426,2.1928079,1,0.009872,9284340000.0,0.825,0.561812,1.11046,1.65477,0,,
1286,150.1627655,2.1929209,1,0.008405,9038310000.0,0.9026,0.203481,1.11442,3.42635,0,,
1289,150.2115631,2.1910658,1,0.2059,216472000000.0,0.8961,3.68974,14.5676,48.5196,0,,
1290,150.0893097,2.1920104,1,0.007345,15883000000.0,1.1427,0.715126,3.51908,9.94554,0,,
1293,150.1011353,2.1906333,1,0.1369,158247000000.0,0.9268,3.64984,15.5322,49.347,0,,
1295,150.0955505,2.1917081,1,0.007556,1425840000.0,0.6835,0.757061,5.52398,25.7686,0,,
1296,150.1440735,2.1920936,1,0.04769,8999220000.0,0.4234,1.15123,2.45036,4.93223,0,,
1299,150.1057129,2.193187,1,0.0119,13141500000.0,0.9154,0.760805,2.38324,7.10566,0,,
1300,150.0887604,2.193754,1,0.01588,15559600000.0,0.8562,0.422823,1.48466,3.91104,0,,
1303,150.1894073,2.19384,1,0.009384,4320750000.0,0.5881,0.0489999,0.183746,0.434354,0,,
1306,150.1544647,2.192584,1,0.002551,1442550000.0,0.6485,0.252404,1.30804,3.33869,0,,
1310,150.1425629,2.1927576,1,0.02231,27794200000.0,0.9573,1.36336,3.36477,6.48196,0,,
1312,150.0554352,2.1938276,1,0.003061,788525000000.0,4.0628,0.283999,0.695661,1.36083,0,,
1319,150.1575317,2.1928017,1,0.07178,77188600000.0,0.9019,2.85574,5.63973,9.81451,0,,
1320,150.0973053,2.1937323,1,0.0005895,234633000.0,0.5594,0.293548,0.593807,0.646097,0,,
1322,150.155365,2.190094,1,0.006975,4055800000.0,0.6537,2.93754,15.9615,44.313,0,,
1327,150.1725769,2.1919687,1,0.03025,34049700000.0,0.9244,1.6797,8.98723,30.2594,0,,
1329,150.0435944,2.1935809,1,0.01527,208208000000.0,2.4405,0.893571,1.4077,1.05333,0,,
1330,150.0647583,2.1919918,1,0.01052,2175610000.0,0.4384,3.63964,10.2234,27.5176,0,,
1331,150.0886993,2.1939819,1,0.05305,61322300000.0,0.9343,0.816036,2.01559,4.38653,0,,
1333,150.0807953,2.1937764,1,0.01347,508269000000.0,2.9716,0.630928,0.941102,1.96768,0,,
1336,150.088028,2.1932056,1,0.001295,1457670000.0,0.9183,0.793569,1.27562,2.0386,0,,
1337,150.0704651,2.1939921,1,0.01513,2724790000.0,0.4171,0.325696,0.469525,0.649289,0,,
1340,150.0819855,2.1900339,1,0.1493,84427000000.0,0.6457,3.90799,19.7729,69.8562,0,,
1342,150.1421051,2.1923709,1,0.02853,3140570000.0,0.3486,1.53475,5.63621,16.4799,0,,
1343,150.0989838,2.1935112,1,0.04286,47331300000.0,0.9129,0.629403,1.96317,4.824,0,,
1347,150.1272888,2.1944833,1,0.0008519,14411800000.0,2.5474,0.257735,0.36741,0.28811,0,,
1349,150.1457672,2.1945624,1,0.0005444,3630430000.0,1.5525,0.481536,0.593691,0.916413,0,,
