Seq,RAJ2000,DEJ2000,Use,lmass,F24,LIR,SFR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN,l_down,l_up,160_good
11574,53.1829224,-27.8342228,1,8.77,0.003225,22964000000.0,2.798,1.7237,0.173979,0.280024,0.31195,0,,,16819043804.060465,30102787512.24438,0
11578,53.0866051,-27.8349648,1,8.87,-0.004628,-1318560000000.0,-143.2,4.362,0.0980489,0.163429,0.0497544,0,,,-979943948788.5858,-1696063811056.416,0
11593,53.1716843,-27.8345585,1,8.56,-0.003345,-23818500000.0,-2.409,1.721,0.1013,0.181906,0.168881,0,,,-17441957587.941578,-31227764981.47957,0
11612,53.136734,-27.8346024,1,9.14,0.001422,155280000000.0,17.26,3.4431,0.0704778,0.135266,0.173485,0,,,118422545396.1812,196327002231.96768,0
11614,53.1048088,-27.8344612,1,8.54,0.004343,9919520000.0,1.102,1.1689,0.0242335,0.0722162,0.153826,0,,,7258462557.55804,12975538898.691631,0
11624,53.2038498,-27.834507,1,8.8,0.001008,7199000000.0,0.8898,1.7089,0.0654561,0.146677,0.232297,0,,,5267726781.116164,9445020186.319408,0
11630,53.1353989,-27.8344841,1,8.27,-0.003992,-8876140000.0,-0.8775,1.1557,0.0688705,0.122888,0.186416,0,,,-6488155305.078934,-11622117077.053087,0
11635,53.1805954,-27.8343582,1,8.15,0.003094,8677490000.0,0.9919,1.2321,0.0513116,0.0979882,0.112447,0,,,5722782259.219599,12243443187.954435,0
11657,53.1847992,-27.834549,1,8.13,-0.0001135,-1082580000.0,0.07765,2.214,0.0647049,0.0820567,0.272506,0,,,-780529196.151664,-1432551492.5415747,0
11660,53.1777267,-27.8340969,1,8.49,0.001814,10845600000.0,1.346,1.4741,0.0996609,0.155378,0.233883,0,,,7306400896.991521,15007351919.391363,0
11665,53.2027473,-27.833992,1,6.91,-0.002322,-219081000.0,-0.01608,0.328,0.052109,0.0894149,0.178303,0,,,-132229158.1133204,-336001210.1829897,0
11674,53.0693474,-27.8341198,1,8.96,-0.0009075,-42578200000.0,-4.36,3.0749,0.0818483,0.15645,0.126299,0,,,-32189214136.91306,-54277940812.90503,0
11684,53.1118813,-27.8341446,1,8.36,0.005164,36952400000.0,4.172,1.685,0.0786467,0.113715,0.120155,0,,,25234305285.231525,50492434667.09039,0
11696,53.1619492,-27.8335457,1,7.7,-0.007609,-378774000.0,-0.04011,0.2567,0.0206008,0.0544973,0.198103,0,,,-240957713.1222718,-562423456.2062812,0
11706,53.0751419,-27.8326168,1,8.87,0.003649,2235350000.0,0.3748,0.674,0.415231,1.07528,1.92089,0,,,1573087894.2751217,3016930733.343283,0
11709,53.192131,-27.8341084,1,7.5,-0.001825,-1089820000.0,-0.09689,0.6618,0.0473425,0.085397,0.12538,0,,,-765418170.4183798,-1473562265.669006,0
11711,53.165905,-27.8339729,1,7.68,-0.001345,-7892910000.0,-0.786,1.4683,0.0391569,0.0488852,0.0371298,0,,,-5314972003.187545,-10925951359.649998,0
11718,53.0914459,-27.8338699,1,8.61,-0.002736,-20908000000.0,-2.006,1.9882,0.132941,0.185641,0.227582,0,,,-15532600302.353664,-27048391815.286427,0
11732,53.0742455,-27.8337479,1,9.56,0.002853,892229000000.0,98.03,4.7281,0.191004,0.333266,0.487106,0,,,666792801915.3289,1141657614997.4153,0
11774,53.0968552,-27.8333244,1,8.07,-0.009268,-5832410000.0,-0.6309,0.6822,0.0141189,0.0713474,0.14404,0,,,-4109786519.850335,-7862286176.536639,0
11778,53.1573982,-27.8320465,1,9.53,0.007814,8402780000.0,1.289,0.9072,0.598295,1.57402,3.85545,0,,,5124000517.533571,12307753345.662592,0
11788,53.0940704,-27.833128,1,9.05,0.002927,357239000000.0,39.42,3.5146,0.129429,0.17928,0.159667,0,,,272847238814.9683,451042105324.95807,0
11796,53.0759201,-27.8331757,1,9.24,-0.003954,-1241100000000.0,-134.6,4.7493,0.141786,0.237415,0.0248545,0,,,-927789087158.7188,-1587614420187.5608,0
11799,53.0886765,-27.8332615,1,9.56,-0.002238,-747262000000.0,-80.01,5.3216,0.276859,0.361845,0.11947,0,,,-562561025014.9308,-949525645866.1595,0
11802,53.1389809,-27.8331356,1,8.77,-0.005206,-44798300000.0,-4.603,2.1033,0.11946,0.16715,0.232443,0,,,-32123025458.709885,-59580149826.17993,0
11809,53.1291695,-27.8329945,1,8.77,0.0006682,4380020000.0,0.6525,1.5415,0.12444,0.222151,0.296912,0,,,2964737530.8539243,6034246028.429663,0
11811,53.1213341,-27.8334255,1,8.79,-0.00824,-406414000000.0,-43.97,3.1057,0.0805841,0.119235,0.134967,0,,,-307499898407.8733,-517694272521.5431,0
11831,53.1868935,-27.8331795,1,8.38,0.001457,9226670000.0,1.112,1.5099,0.0632529,0.101943,0.117019,0,,,6231778613.668987,12736910060.03372,0
11837,53.0633888,-27.833231,1,7.82,-0.009332,-7259240000.0,-0.7325,0.7471,0.0936789,0.158278,0.148199,0,,,-5163047597.490151,-9701841137.8459,0
11841,53.0531425,-27.8317223,1,9.23,0.003357,10672500000.0,2.962,1.2663,1.26741,1.90934,2.46087,0,,,7063112133.717903,15010491221.113214,0
11850,53.0875282,-27.8330555,1,8.72,0.001008,295131000000.0,32.83,4.4617,0.123618,0.169866,0.0408837,0,,,219691958485.7368,379051228201.7398,0
11853,53.1347008,-27.8331356,1,8.46,-0.0003367,-111887000000.0,-10.57,5.2781,0.343597,0.638898,0.815263,0,,,-84191518877.89548,-142236736776.95926,0
11860,53.2019424,-27.8330307,1,8.4,0.00363,46209400000.0,5.2,2.4068,0.0740781,0.123834,0.0667671,0,,,33594013039.13744,60679432909.09628,0
11861,53.070694,-27.832201,1,9.7,0.01775,2166380000000.0,237.8,3.5034,0.510637,0.770611,0.892264,0,,,1654232652118.21,2735811576986.664,0
11863,53.1500587,-27.8322067,1,8.88,0.001263,30759500000.0,5.016,2.7302,0.429852,0.510898,0.430905,0,,,20445464586.774696,42768721635.437256,0
11869,53.1131401,-27.8320751,1,8.92,0.001258,2720320000.0,0.5458,1.1448,0.235695,0.462002,0.81893,0,,,1986699038.3855765,3564840737.9348445,0
11871,53.1988564,-27.8325653,1,8.78,0.003133,42718700000.0,5.708,2.4437,0.287654,0.295233,0.314845,0,,,31100879819.37013,56020841495.3827,0
11875,53.0939407,-27.8324203,1,8.95,-0.001662,-195536000000.0,-20.58,3.497,0.191209,0.243999,0.212816,0,,,-149290425966.22073,-246962987990.68765,0
11876,53.1738701,-27.8328457,1,8.51,-0.004096,-80274100000.0,-8.493,2.6142,0.0638458,0.105183,0.101945,0,,,-53115634778.47797,-112083304282.04868,0
11877,53.1871147,-27.8328438,1,8.62,-0.001325,-65351700000.0,-6.851,3.1076,0.0676382,0.0883939,0.102488,0,,,-49448686483.07578,-83241781089.55139,0
11879,53.2158813,-27.8321648,1,8.89,-0.01329,-24215100000.0,-2.549,1.0814,0.119449,0.346909,0.593738,0,,,-17587723844.008774,-31895474221.39268,0
11893,53.1548691,-27.8327217,1,8.55,-0.01138,-79467500000.0,-8.435,1.7861,0.09882,0.152661,0.203312,0,,,-58420773273.56258,-103812092301.34525,0
11900,53.0758934,-27.8322353,1,8.02,0.004487,2901880000.0,0.3367,0.6905,0.0447606,0.125526,0.234369,0,,,2047426243.3629687,3907206915.931023,0
11908,53.2130737,-27.8324718,1,8.79,-0.0005386,-45600900000.0,-4.789,3.3125,0.0529357,0.0858371,0.123681,0,,,-34677342218.95431,-57811390248.60837,0
11914,53.2049065,-27.8317871,1,8.97,0.001592,4639210000.0,0.7274,1.2465,0.210954,0.424634,0.533402,0,,,3064120141.9934235,6536773530.235623,0
11915,53.1912041,-27.8324108,1,8.97,0.0006229,98014000000.0,11.17,3.6727,0.1021,0.175417,0.194811,0,,,75088989539.77312,123392899852.5604,0
11927,53.0534248,-27.8322239,1,9.35,-0.0002982,-20381100000.0,-1.599,3.2343,0.159681,0.218337,0.312978,0,,,-15470477987.63102,-25883153412.406693,0
11932,53.1784668,-27.8323135,1,8.51,-0.002762,-17490800000.0,-1.737,1.5121,0.123933,0.202621,0.255873,0,,,-11815269574.159792,-24141648030.35397,0
11935,53.0786476,-27.8323822,1,7.23,-0.006006,-937563000.0,-0.1014,0.3949,0.0103614,0.0347726,0.0945938,0,,,-588335944.3173921,-1391488075.2804625,0
11943,53.0932579,-27.8302803,1,9.43,0.01018,22635000000.0,3.27,1.1597,0.89693,1.84587,3.19065,0,,,16550728427.451202,29628620954.92022,0
11946,53.0739784,-27.8316154,1,8.25,-0.0008184,-543658000.0,0.01958,0.6996,0.170089,0.369254,0.59437,0,,,-384106280.4475949,-731075472.9048656,0
11952,53.18153,-27.8321609,1,7.56,0.002302,822504000.0,0.12,0.5388,0.0736217,0.115155,0.148542,0,,,493501710.5929628,1241601826.189411,0
11968,53.1047287,-27.8322124,1,10.03,0.001163,388707000000.0,43.36,5.3548,0.268789,0.802983,1.1473,0,,,292735581777.9502,493749852245.5951,0
11969,53.0983276,-27.8316727,1,8.92,-0.002531,-17660700000.0,-1.531,1.8348,0.18957,0.325928,0.424769,0,,,-13018944010.177149,-23012511277.100723,0
11971,53.1167488,-27.8318443,1,8.0,0.01194,5685050000.0,0.6614,0.5981,0.0958497,0.171138,0.246249,0,,,3466052537.6539946,8460727286.3567505,0
11980,53.0486031,-27.8317814,1,8.7,-0.005974,-14082400000.0,-1.527,1.1794,0.0206211,0.110708,0.229575,0,,,-10313046670.474508,-18406817096.666965,0
11982,53.11343,-27.8318024,1,8.31,0.004915,16339900000.0,1.895,1.2798,0.0907212,0.158954,0.19313,0,,,10828195641.548876,22953677439.47429,0
11993,53.2158585,-27.8317852,1,8.3,-0.007932,-43757400000.0,-4.631,1.4308,0.0898684,0.134634,0.171666,0,,,-29381640358.026863,-60731689541.53881,0
11994,53.1775627,-27.831665,1,8.07,-0.005019,-34034700000.0,-3.599,1.5656,0.0622367,0.081641,0.081263,0,,,-23074157906.828804,-46819463613.83494,0
11996,53.1490555,-27.8302956,1,7.6,-0.002425,-183511000.0,0.0008339,0.3004,0.191415,0.385415,0.504094,0,,,-108443779.30322054,-286381533.0446137,0
12002,53.2028961,-27.8295059,1,10.19,0.04611,119603000000.0,14.65,1.2058,1.73704,4.27158,9.27138,0,,,78655870766.0613,169185566575.97614,0
12015,53.119709,-27.8314209,1,8.76,-0.003429,-124707000000.0,-12.65,2.9626,0.202716,0.257797,0.17973,0,,,-83556082949.8694,-172116091772.98978,0
12027,53.1017265,-27.8314056,1,7.23,0.002108,159522000.0,0.01895,0.3015,0.0148639,0.053037,0.122315,0,,,94354288.33599454,248758949.3630649,0
12028,53.0942802,-27.8313847,1,7.53,-0.0004795,-61534400.0,-0.005789,0.3706,0.0141203,0.0520959,0.146186,0,,,-38133600.52635135,-92306664.0336434,0
12030,53.1330681,-27.8301773,1,9.51,0.00869,914242000000.0,100.6,3.4132,0.255697,0.445373,0.322828,0,,,696792356325.384,1156609645456.3008,0
12044,53.1852951,-27.8313904,1,7.8,-0.0007097,-695379000.0,-0.01855,0.8605,0.077474,0.123268,0.138207,0,,,-421565484.21835697,-1024040788.3008718,0
12048,53.1139069,-27.8311615,1,8.74,0.0002347,32913300000.0,4.165,3.5951,0.122969,0.137821,0.150488,0,,,25178110427.498863,41493122924.09437,0
12060,53.1299629,-27.8302517,1,7.64,0.008071,1200570000.0,0.1548,0.3932,0.149835,0.305423,0.418132,0,,,752755368.9928284,1783092474.7892249,0
12069,53.0902138,-27.8310719,1,8.28,-2.733e-05,-45082400.0,0.05192,1.0517,0.0503179,0.0973532,0.172567,0,,,-32652422.55533733,-59535649.80223532,0
12073,53.1131248,-27.8312435,1,8.33,-0.0008103,-1850750000.0,-0.1475,1.1634,0.0543989,0.121939,0.173632,0,,,-1353669354.0870938,-2421915831.974237,0
12078,53.1493301,-27.8308468,1,8.21,-0.002637,-8383490000.0,-0.7876,1.268,0.0917571,0.158638,0.195117,0,,,-5549170690.227983,-11789266669.531258,0
12080,53.1818352,-27.8305874,1,8.99,-0.001083,-10528400000.0,-0.684,2.2291,0.176949,0.308147,0.275289,0,,,-7596205635.854823,-13922926151.728674,0
12099,53.1749687,-27.8307114,1,8.51,0.0007821,6060700000.0,0.8216,1.9994,0.0670042,0.127057,0.113219,0,,,4504842333.884877,7836855536.145032,0
12111,53.109333,-27.8306522,1,8.19,0.005934,11807900000.0,1.386,1.1138,0.113629,0.189386,0.201576,0,,,8601016120.180017,15511362664.35913,0
12112,53.1688309,-27.8308582,1,8.1,-0.008834,-65747200000.0,-7.119,1.953,0.0163142,0.0372289,0.0220408,0,,,-48762316913.00789,-85188561408.62361,0
12116,53.1258965,-27.8308239,1,8.37,0.001274,8213880000.0,0.9991,1.5292,0.0640303,0.0862329,0.149798,0,,,5555152982.662362,11324802692.563131,0
12117,53.1724701,-27.8308239,1,8.5,-0.004295,-36440700000.0,-3.809,2.0894,0.0672217,0.0957713,0.1083,0,,,-26111109825.070564,-48497331518.88061,0
12137,53.1394577,-27.829916,1,9.49,0.003806,19378100000.0,2.612,1.3994,0.392836,0.868069,1.60703,0,,,12979181842.754694,26957271796.569733,0
12145,53.0818367,-27.8301563,1,8.94,-0.003727,-30649900000.0,-2.522,2.0563,0.337127,0.420873,0.366531,0,,,-21922846308.503742,-40857225178.532845,0
12150,53.0926971,-27.8304539,1,7.47,0.006938,6617270000.0,0.7438,0.84,0.0300269,0.0612371,0.105617,0,,,4000556850.0147433,9769607935.485489,0
12163,53.1227913,-27.830368,1,8.36,0.004495,32096100000.0,3.579,1.6508,0.0451386,0.0866896,0.0726701,0,,,21874931969.696808,43937040762.69148,0
12166,53.0430145,-27.8298264,1,8.79,0.01003,6144290000.0,0.7744,0.6756,0.268696,0.665025,1.2628,0,,,4325040623.734782,8290664452.677238,0
12181,53.0736809,-27.8302002,1,9.06,-0.008939,-1510480000000.0,-164.0,3.7055,0.149271,0.157414,0.222574,0,,,-1157880766388.5122,-1900509177441.4468,0
12189,53.1811295,-27.8301182,1,8.67,6.362e-05,6947200000.0,0.9942,3.4372,0.0616358,0.0830178,0.113226,0,,,5297542796.138691,8784670559.135605,0
12203,53.1259766,-27.8299732,1,8.83,0.002764,151548000000.0,17.05,3.1355,0.123295,0.151036,0.132153,0,,,114752318605.77953,192903682621.37192,0
12207,53.1202316,-27.8301525,1,8.47,-1.181e-06,-24888000.0,0.4629,2.6658,0.156425,0.250032,0.155909,0,,,-16501957.374123927,-34683837.226072006,0
12223,53.1927109,-27.8295422,1,9.35,0.006969,850563000000.0,93.9,3.5019,0.288269,0.351076,0.371937,0,,,649464120123.6282,1074163959119.9844,0
12225,53.0990334,-27.8295116,1,7.96,-0.0002797,-128784000.0,-0.009621,0.5889,0.0295761,0.106696,0.198417,0,,,-78338137.24598087,-192051919.3153105,0
12226,53.0855293,-27.829834,1,8.65,-0.001382,-36140000000.0,-3.652,2.7731,0.109792,0.144436,0.112606,0,,,-24059777025.176044,-50176569525.83561,0
12234,53.1425552,-27.8298473,1,8.64,-0.009453,-70354100000.0,-7.462,1.9442,0.107353,0.158866,0.168335,0,,,-52156828658.3,-91193932213.4607,0
12245,53.1023254,-27.829464,1,8.84,-0.014485,-283879000000.0,-30.27,2.6181,0.178547,0.227821,0.221515,0,,,-187866518698.6808,-396309978321.9389,0
12249,53.0751038,-27.8295574,1,8.57,-0.008907,-61978800000.0,-6.647,1.828,0.0463694,0.0839749,0.0975809,0,,,-45671857955.25851,-80788536803.73413,0
12253,53.0869026,-27.8296013,1,8.98,-0.0004784,-138904000000.0,-14.57,4.4161,0.151351,0.177017,0.0839357,0,,,-103323451599.27962,-178523586005.90482,0
12264,53.09729,-27.8294449,1,8.36,0.003838,8080010000.0,0.8938,1.1329,0.0237619,0.0840624,0.150424,0,,,5895157786.092116,10598183143.11786,0
12268,53.2061844,-27.8297958,1,8.24,0.003408,24386900000.0,2.85,1.6912,0.099503,0.125239,0.125239,0,,,16659288852.528185,33311906945.230232,0
12280,53.0947456,-27.8294125,1,7.82,0.003034,2655300000.0,0.3056,0.7967,0.030423,0.067461,0.0994242,0,,,1900175001.2386696,3528571098.647053,0
12281,53.2218742,-27.8293438,1,8.15,-5.884e-05,-268817000.0,0.04136,1.3626,0.0549301,0.102282,0.106325,0,,,-179495686.86373505,-375016447.35737,0
12287,53.0760193,-27.8290272,1,9.03,-0.004341,-492215000000.0,-53.09,3.4601,0.121915,0.16854,0.181892,0,,,-375516310556.1586,-622118213926.3135,0
12293,53.0879631,-27.8290901,1,8.89,0.002295,270009000000.0,29.88,3.4813,0.139788,0.177049,0.0778436,0,,,206083590770.68112,341126698040.1884,0
12305,53.1971245,-27.8290081,1,8.61,0.003021,10043300000.0,1.232,1.28,0.128756,0.236673,0.32472,0,,,6655667070.911372,14108199871.29704,0
12315,53.0526123,-27.8282051,1,8.88,-0.0008002,-606652000.0,-0.03481,0.7376,0.140366,0.554507,1.01567,0,,,-430928461.9404232,-811730829.010193,0
12320,53.0758705,-27.8284988,1,9.22,-0.003455,-17591000000.0,-1.518,1.3945,0.273515,0.532646,0.757123,0,,,-11777481298.457508,-24480221037.72853,0
12321,53.1002235,-27.8292122,1,8.35,-0.003905,-13595900000.0,-1.409,1.2842,0.0594976,0.109696,0.147544,0,,,-9013636905.32894,-19091572640.21131,0
12334,53.1791039,-27.8291283,1,7.8,-0.004721,-33130500000.0,-3.553,1.7655,0.0269876,0.0408525,0.0523976,0,,,-24326655365.68832,-43328179769.702255,0
12336,53.0768738,-27.8290424,1,8.12,-0.004051,-6261000000.0,-0.64,1.0303,0.0389107,0.0639043,0.170889,0,,,-4525167034.270519,-8284447492.854138,0
12337,53.0652504,-27.8286304,1,9.25,-0.001141,-139258000000.0,-13.78,3.5104,0.375263,0.438656,0.427956,0,,,-106351568198.42856,-175838228895.99997,0
12344,53.1371689,-27.8288803,1,8.18,0.004741,3234750000.0,0.5168,0.7043,0.288956,0.504061,0.761015,0,,,2287013968.7750034,4347082835.758686,0
12347,53.1012497,-27.8289604,1,9.17,0.0003947,74109000000.0,8.363,3.7923,0.0611783,0.1086,0.210725,0,,,56896719595.90102,93109274076.82616,0
12357,53.1134071,-27.8287315,1,9.1,-0.0004821,-65684900000.0,-6.538,3.5683,0.149776,0.209069,0.154127,0,,,-50221627650.72677,-82848472891.10718,0
12361,53.1159172,-27.8289433,1,7.67,-0.00307,-1595060000.0,-0.1614,0.6203,0.0358842,0.0848633,0.113194,0,,,-1112093012.1352575,-2171220859.034175,0
12366,53.0706596,-27.8287468,1,8.83,-0.0001778,-591094000.0,0.04047,1.2805,0.0823341,0.177739,0.293731,0,,,-391735409.4982175,-830295051.2147197,0
12373,53.0622025,-27.828083,1,9.03,-0.003449,-12008300000.0,-0.6176,1.2878,0.484186,0.800819,0.864471,0,,,-7963874128.981787,-16856899527.349709,0
12384,53.2137642,-27.8288116,1,6.96,-0.005429,-410837000.0,-0.03871,0.3046,0.0573645,0.113144,0.164516,0,,,-243622804.70969388,-639328232.3387556,0
12387,53.0395508,-27.8285122,1,9.15,-0.007985,-1551140000000.0,-168.0,3.8094,0.329799,0.291584,0.232455,0,,,-1191228408851.282,-1948281538019.629,0
12394,53.0846939,-27.8284073,1,7.95,-0.004961,-35460800000.0,-3.73,1.6933,0.0556766,0.0875454,0.0627635,0,,,-24226983157.07464,-48433290401.850815,0
12403,53.0869179,-27.8281651,1,8.64,-0.00371,-10811200000.0,-1.03,1.2419,0.1528,0.322462,0.35166,0,,,-7137236024.472024,-15239839558.841532,0
12414,53.0810165,-27.8279514,1,9.1,0.0004612,1686530000.0,0.5979,1.2951,0.335193,0.575773,0.969712,0,,,1119283493.1306877,2365993182.71752,0
12436,53.0576973,-27.8281307,1,8.32,1.409e-05,19186500.0,0.09546,0.9909,0.0993451,0.181173,0.282238,0,,,11807567.785262566,27865748.32453803,0
12447,53.1778297,-27.8275318,1,9.41,-0.007499,-2371520000000.0,-256.0,4.7902,0.437447,0.542348,0.339602,0,,,-1773833019513.6274,-3032034485867.0786,0
12465,53.1001663,-27.8275852,1,8.72,0.009228,71510200000.0,8.051,1.99,0.135161,0.20648,0.195217,0,,,53129536041.80464,92504542426.5157,0
12467,53.1000862,-27.8278999,1,8.39,0.008714,74985100000.0,8.35,2.1071,0.0741463,0.0923649,0.107897,0,,,53779357440.05428,99709402559.69849,0
12476,53.142128,-27.8281727,1,8.91,0.007013,230787000000.0,25.27,2.9066,0.0334416,0.103319,0.126426,0,,,154352974240.42395,319058316372.86444,0
12477,53.0782852,-27.8280201,1,8.5,0.003656,25098200000.0,2.899,1.579,0.100215,0.163275,0.161704,0,,,17030332212.860617,34498328898.16514,0
12482,53.14534,-27.8279362,1,7.66,0.005595,4352270000.0,0.5031,0.7485,0.0545674,0.096602,0.115268,0,,,3096069106.996895,5815737118.673113,0
12486,53.0702209,-27.8277607,1,8.34,0.0002985,261241000.0,0.05045,0.7933,0.0460702,0.122348,0.289004,0,,,186873975.08810264,347286059.3501575,0
12491,53.2169952,-27.8274956,1,8.6,0.0002727,315223000.0,0.1145,0.9309,0.103547,0.22061,0.417104,0,,,192752710.312697,460542058.69445646,0
12496,53.0742912,-27.827343,1,8.87,0.002016,7708700000.0,0.952,1.3081,0.0899148,0.198713,0.311122,0,,,5122226710.846619,10802268019.226194,0
12498,53.211483,-27.8271713,1,7.05,0.001307,23941900.0,0.003783,0.1725,0.0504501,0.191312,0.329993,0,,,13484615.263789987,39063158.604849406,0
12501,53.1264534,-27.8279285,1,8.27,0.001929,11533200000.0,1.361,1.4844,0.0657487,0.089571,0.12327,0,,,7775469727.454356,15947722998.619663,0
12506,53.1196938,-27.8278141,1,8.34,-0.0005979,-65289700000.0,-6.958,3.4501,0.0518505,0.0639783,0.0161553,0,,,-49799799612.12893,-82537005960.18652,0
12507,53.0914421,-27.827282,1,8.33,0.01654,20032300000.0,2.267,0.9522,0.0883648,0.160776,0.305796,0,,,12278341827.2892,29203380596.02273,0
12521,53.131443,-27.8276901,1,8.16,-0.006394,-139591000000.0,-14.9,2.6827,0.0830868,0.133939,0.0951235,0,,,-92616723040.43904,-194415169263.7296,0
12548,53.1583595,-27.8275681,1,8.57,0.003163,786075000000.0,86.1,4.0167,0.0921216,0.180713,0.117847,0,,,605713745119.8167,984186842346.0636,0
12552,53.0799789,-27.827137,1,9.07,0.002437,157613000000.0,17.74,3.1959,0.175475,0.3149,0.165121,0,,,119525995203.33498,200337925675.1248,0
12553,53.1810799,-27.8273258,1,8.45,-0.002385,-21080000000.0,-2.188,2.141,0.0466261,0.0906973,0.0561409,0,,,-15144755232.684448,-27985939615.76946,0
12562,53.1562042,-27.8267632,1,9.29,0.005651,37684700000.0,4.597,1.5539,0.349991,0.699049,0.943088,0,,,25529062354.089405,51877501542.61287,0
12577,53.1623268,-27.8272915,1,7.93,-0.003903,-2807240000.0,-0.285,0.7261,0.0517553,0.117189,0.130228,0,,,-1990955899.598927,-3761706730.422669,0
12578,53.0846252,-27.8273449,1,8.62,0.004067,71382400000.0,7.949,2.5625,0.0642507,0.109533,0.122881,0,,,47130311943.936775,99866490410.07922,0
12580,53.1514626,-27.8272324,1,7.47,-0.009477,-5963940000.0,-0.6335,0.6769,0.0346561,0.0692571,0.114125,0,,,-4198958601.2933536,-8045781005.182486,0
12586,53.152256,-27.8249626,1,8.55,-0.02776,-8113450000.0,-0.8396,0.4987,0.202452,0.565352,1.11465,0,,,-4805627224.218312,-12387120445.314243,0
12591,53.0386658,-27.8269291,1,7.42,-0.003513,-386709000.0,-0.02454,0.3472,0.128325,0.230305,0.243369,0,,,-236387384.72002384,-586838107.7304487,0
12625,53.0576477,-27.8272057,1,8.0,1.907e-05,11387800.0,0.007808,0.661,0.0273132,0.0846531,0.13857,0,,,7996982.405430874,15399497.313492049,0
12631,53.2150497,-27.8260708,1,9.33,0.01014,71507800000.0,9.35,1.7571,0.789724,1.24395,1.63686,0,,,52479643938.75412,93561336939.09932,0
12633,53.1875038,-27.8266068,1,9.23,-0.004707,-321709000000.0,-34.57,3.2292,0.114304,0.204516,0.292811,0,,,-244166459247.4149,-408604297164.4017,0
12638,53.1614838,-27.8268661,1,8.49,-0.003037,-21701700000.0,-2.196,1.6549,0.0851625,0.128996,0.163933,0,,,-14794233824.437346,-29701290821.53589,0
12652,53.1728516,-27.8263588,1,9.0,0.0005482,2295090000.0,0.5218,1.3383,0.216562,0.44769,0.599525,0,,,1529230679.4023511,3208040867.4186354,0
12653,53.1560631,-27.8263168,1,8.95,0.007813,46712800000.0,5.43,1.4832,0.224151,0.358115,0.590089,0,,,31490159391.551445,64598092571.82077,0
12662,53.0959778,-27.8264751,1,8.19,0.004298,8058660000.0,0.9836,1.0903,0.100811,0.157175,0.230621,0,,,5857843867.955307,10606668983.065445,0
12669,53.0395775,-27.8265915,1,7.18,-0.00463,-412995000.0,-0.03778,0.3251,0.0499388,0.113016,0.140205,0,,,-248757906.4643449,-634481456.2893549,0
12678,53.216938,-27.8265457,1,8.54,0.006208,173579000000.0,19.29,2.8089,0.100922,0.178865,0.10713,0,,,115706115774.7428,240710785779.9092,0
12681,53.0458565,-27.8262749,1,8.18,0.0031,22182900000.0,2.604,1.6803,0.0935576,0.139278,0.0811218,0,,,15144386716.881426,30318615321.71224,0
12708,53.198925,-27.8263702,1,8.34,-0.002722,-17842600000.0,-1.813,1.5371,0.0701656,0.113606,0.223923,0,,,-12073669703.886003,-24588069764.90835,0
12734,53.0603943,-27.8257484,1,9.61,-0.0006548,-189089000000.0,-18.97,4.4082,0.299361,0.427858,0.378418,0,,,-140635553412.41592,-243052076255.01865,0
12736,53.0946808,-27.8256283,1,8.83,0.007601,68134900000.0,7.858,2.1441,0.176549,0.197772,0.249698,0,,,48958571997.44055,90443365670.61264,0
12750,53.1479759,-27.8255863,1,7.99,0.0009405,768664000.0,0.1503,0.7614,0.113566,0.19221,0.270453,0,,,547714013.2555295,1025545161.7319725,0
12757,53.099102,-27.8257027,1,7.94,-0.009348,-8345720000.0,-0.9012,0.8001,0.025206,0.0743155,0.111172,0,,,-5016453160.981117,-12386721512.286411,0
12769,53.2146225,-27.825222,1,9.02,0.006987,28012300000.0,3.259,1.3267,0.184251,0.403532,0.598926,0,,,18645290859.062984,39192542161.97533,0
12772,53.1123276,-27.82584,1,8.9,0.0009051,158732000000.0,17.67,3.747,0.103734,0.169302,0.044448,0,,,121768916832.7636,199578217381.11465,0
12780,53.080143,-27.8254433,1,8.79,0.001825,222740000000.0,24.58,3.5091,0.0926034,0.116607,0.11656,0,,,170102424314.73557,281256255231.53546,0
12782,53.1940384,-27.8256416,1,6.42,0.001026,39527100.0,0.01199,0.2356,0.0840522,0.116264,0.128002,0,,,24597711.48500011,59745013.22215104,0
12783,53.0798531,-27.8257484,1,7.34,0.006957,5411760000.0,0.6264,0.7485,0.0502446,0.0747211,0.119929,0,,,3849757241.733972,7231484606.734052,0
12792,53.168808,-27.8257103,1,8.47,0.002323,19709400000.0,2.341,2.0912,0.0786609,0.106995,0.106127,0,,,14123854147.370953,26228087776.53152,0
12808,53.0820389,-27.825304,1,7.34,0.001904,376175000.0,0.04465,0.4294,0.022616,0.0594388,0.117116,0,,,239709383.3236161,550949872.5048121,0
12814,53.2157288,-27.8253784,1,7.52,0.009364,6911750000.0,0.819,0.7295,0.100871,0.133631,0.0790003,0,,,4904269448.21409,9257726872.103188,0
12817,53.0450592,-27.8253994,1,6.26,0.001275,7107040.0,0.0009862,0.1028,0.0254756,0.0939719,0.167232,0,,,3048524.1667720783,13866430.219632812,0
12835,53.0673599,-27.8251858,1,8.76,-0.004409,-30940900000.0,-3.162,1.7664,0.106444,0.198812,0.264812,0,,,-22720112411.21036,-40462621743.286766,0
