Seq,RAJ2000,DEJ2000,Use,lmass,F24,LIR,SFR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN,l_down,l_up,160_good
19611,53.1377373,-27.769989,1,7.8,-0.00544,-254358000.0,-0.02671,0.2499,0.0273504,0.188026,0.477103,0,,,-160733398.27241382,-379740563.0815546,0
19613,53.1660309,-27.7711658,1,8.69,-0.002628,-399532000000.0,-43.4,3.6432,0.046161,0.107505,0.0493681,0,,,-305915215433.054,-503245233588.29,0
19619,53.1896629,-27.7706947,1,8.74,0.002444,15477000000.0,1.806,1.5107,0.0819834,0.17537,0.241694,0,,,10453895937.632856,21364039110.524685,0
19621,53.1359444,-27.7704144,1,9.21,0.006529,306329000000.0,34.35,3.0787,0.277297,0.327318,0.400029,0,,,231608858631.8016,390465741867.12585,0
19627,53.1475754,-27.771162,1,8.42,-0.0007945,-5559060000.0,-0.5271,1.857,0.0451455,0.0672065,0.0733686,0,,,-4102898853.320151,-7235585435.017607,0
19640,53.0209312,-27.7701588,1,9.41,0.009164,2277460000000.0,251.7,4.0106,0.94824,1.29754,0.946425,0,,,1754742880946.9043,2851695012114.344,0
19641,53.1352272,-27.7700958,1,7.29,0.003905,553203000.0,0.06815,0.3848,0.0479942,0.105224,0.218166,0,,,345408630.3902397,824566679.8801807,0
19645,53.0704193,-27.7706261,1,8.68,-0.00194,-13614300000.0,-1.239,1.7603,0.119687,0.204919,0.244675,0,,,-9993455263.477571,-17809908991.429733,0
19664,53.080986,-27.7703991,1,8.87,0.00312,455434000000.0,49.95,3.6248,0.0809577,0.132909,0.146608,0,,,348597345162.1834,573847402532.7063,0
19668,53.1879883,-27.770607,1,8.82,-0.005313,-580171000000.0,-63.07,3.4335,0.0636374,0.0925192,0.104383,0,,,-442370952731.0019,-733675253656.1448,0
19675,53.0615501,-27.7704124,1,9.42,0.004319,1307360000000.0,143.1,4.5769,0.139622,0.253822,0.0872277,0,,,974903687684.3442,1676303812969.5437,0
19679,53.1633911,-27.7705822,1,7.92,-0.01051,-6981730000.0,-0.7518,0.6996,0.0275203,0.0794139,0.102883,0,,,-4932745110.693464,-9388570684.960196,0
19681,53.0585518,-27.7700005,1,7.16,-0.003096,-96741200.0,-0.009306,0.2148,0.0254381,0.136824,0.251393,0,,,-58651417.64798161,-149273572.44936973,0
19690,53.10569,-27.7700768,1,8.5,0.002517,7059220000.0,0.9108,1.234,0.119528,0.177937,0.250914,0,,,4656464080.009657,9958354243.353071,0
19698,53.0359955,-27.7700386,1,8.97,-0.004957,-626737000000.0,-67.45,3.5427,0.192808,0.210953,0.220973,0,,,-478950836574.5291,-790882612885.9166,0
19699,53.1595345,-27.7699165,1,8.65,0.004127,13720200000.0,1.612,1.2718,0.0981164,0.205648,0.267008,0,,,9085039372.97116,19287399354.489075,0
19706,53.0216255,-27.7701435,1,7.01,0.0006838,36285600.0,0.004815,0.2611,0.0124756,0.0506708,0.0800148,0,,,23178694.671591066,53697212.49005665,0
19711,53.0544701,-27.7702312,1,8.99,0.0006266,76476200000.0,8.631,3.5189,0.0772002,0.0989486,0.127425,0,,,58415047914.19481,96549237886.78767,0
19712,53.0547218,-27.7697048,1,9.21,0.006049,49745500000.0,6.536,2.0535,0.454287,0.657498,0.735451,0,,,35575852526.641624,66321536986.269424,0
19719,53.1942368,-27.7700577,1,8.81,0.001626,177557000000.0,19.69,3.4386,0.0944264,0.11905,0.119581,0,,,135398966198.76036,224512910201.32697,0
19722,53.0745506,-27.7702389,1,8.07,-0.001556,-9131120000.0,-0.9275,1.4649,0.0405718,0.0727165,0.0857794,0,,,-6147210936.230022,-12642919608.816216,0
19725,53.1166954,-27.770153,1,7.68,-0.003546,-25277800000.0,-2.643,1.8946,0.0397549,0.0500884,0.10858,0,,,-18693214408.522728,-32841081256.90396,0
19728,53.1277657,-27.7699146,1,6.56,0.002201,109565000.0,0.01684,0.2589,0.048732,0.0821428,0.130899,0,,,69845320.31598087,162411388.31205547,0
19738,53.1741905,-27.7700157,1,7.99,-0.004424,-3527960000.0,-0.3341,0.76,0.0975888,0.181409,0.162822,0,,,-2513412009.701119,-4707753090.956834,0
19746,53.1238518,-27.7695961,1,8.8,0.001642,277460000000.0,31.27,3.7229,0.243951,0.357811,0.13307,0,,,212757861710.69043,349000534874.5734,0
19748,53.0949898,-27.7694664,1,8.78,0.004322,31403200000.0,3.641,1.9212,0.102293,0.154498,0.197451,0,,,23254297796.362465,40748217566.21084,0
19753,53.0683937,-27.7695065,1,8.83,0.003654,25398500000.0,2.975,1.5866,0.13228,0.239409,0.29837,0,,,17242466481.919235,34895395223.61617,0
19758,53.1329193,-27.7698345,1,8.54,-0.001662,-11847600000.0,-1.222,1.8983,0.0396031,0.0833388,0.0728004,0,,,-8763092733.013704,-15389767937.550848,0
19760,53.119606,-27.7693558,1,8.54,-0.00615,-5267610000.0,-0.5416,0.7794,0.0776021,0.222948,0.446198,0,,,-3761844734.6505313,-7013425010.410748,0
19772,53.059433,-27.7695713,1,8.24,0.001823,28674300000.0,3.665,2.5079,0.184233,0.222352,0.0819086,0,,,18887230811.691017,40204193862.49116,0
19773,53.1893654,-27.7692661,1,7.95,0.002118,1647560000.0,0.2426,0.7462,0.105044,0.189332,0.308755,0,,,1171668448.032577,2202175832.4881434,0
19774,53.1680069,-27.7696877,1,8.77,-0.002584,-18490500000.0,-1.867,1.6822,0.0734532,0.133564,0.203738,0,,,-12624922659.338806,-25269474915.289867,0
19778,53.1573639,-27.7682743,1,9.08,0.005437,9906500000.0,1.445,1.0833,0.383752,0.742502,1.27353,0,,,7196463770.049523,13046466172.535728,0
19787,53.0939827,-27.7691536,1,8.93,0.0007851,4234480000.0,0.6303,1.4135,0.115122,0.256418,0.406299,0,,,2839428158.330041,5884507808.598736,0
19801,53.0346184,-27.7694016,1,8.34,-0.002193,-267654000000.0,-28.7,3.5069,0.136878,0.144151,0.0107432,0,,,-204393282321.81085,-337983932730.3044,0
19804,53.1461487,-27.7695808,1,8.69,0.003009,279225000000.0,30.52,3.3568,0.0313274,0.0508879,0.0848739,0,,,212549825567.3477,353659438476.5833,0
19814,53.0902519,-27.7692642,1,7.86,-0.002434,-1158910000.0,-0.1089,0.597,0.0414446,0.0905833,0.137676,0,,,-706372527.0171059,-1725152267.560673,0
19823,53.07658,-27.7684669,1,8.85,0.008497,9821980000.0,1.43,0.9341,0.419203,0.751521,1.35115,0,,,6008121467.940947,14345156913.262247,0
19825,53.1754074,-27.7691879,1,8.8,-0.0003265,-9129140000.0,-0.5352,2.8105,0.131399,0.203277,0.162105,0,,,-6085741389.032863,-12659179228.386244,0
19827,53.1141624,-27.768549,1,8.94,0.002625,7987300000.0,0.9918,1.249,0.127336,0.180073,0.404977,0,,,5276827149.920974,11251703267.709656,0
19828,53.0523949,-27.7690468,1,8.48,0.002761,18722800000.0,2.142,1.5611,0.0720107,0.142479,0.125465,0,,,12689567222.54884,25762844288.67113,0
19829,53.1271782,-27.7692776,1,8.56,0.0004012,45491100000.0,5.133,3.4597,0.045278,0.0703355,0.038914,0,,,34705377141.322624,57497364636.48888,0
19834,53.1231575,-27.7693348,1,8.44,0.003805,322153000000.0,35.3,3.3084,0.0491346,0.0502246,0.00412573,0,,,244959219151.86377,408451592689.93695,0
19835,53.0926552,-27.768795,1,8.05,-0.003847,-5405680000.0,-0.5025,1.0019,0.0932413,0.156645,0.207602,0,,,-3895517570.174442,-7172160812.752885,0
19843,53.0758705,-27.7686558,1,9.35,0.005388,633903000000.0,70.18,3.4903,0.296583,0.373404,0.34469,0,,,483914267857.14,800726634981.9908,0
19855,53.0367508,-27.7687607,1,7.85,-0.005162,-48418100000.0,-4.999,2.1956,0.103617,0.166238,0.0286772,0,,,-34878613517.29465,-64121976904.124016,0
19858,53.1232719,-27.7689514,1,8.34,-0.0006378,-4462640000.0,-0.4252,1.8506,0.0415194,0.098299,0.044647,0,,,-3292548854.028436,-5810352450.542021,0
19859,53.0255241,-27.7691345,1,8.52,-0.01026,-73315700000.0,-7.812,1.6637,0.097106,0.159157,0.159777,0,,,-50005501065.14515,-100293314791.2597,0
19868,53.0795212,-27.7688732,1,8.08,-0.002743,-17019000000.0,-1.724,1.4976,0.0740959,0.107076,0.110468,0,,,-11484794971.91451,-23512681633.05355,0
19878,53.029438,-27.7689762,1,8.15,-0.0005001,-640931000.0,-0.003711,0.9667,0.0734507,0.141898,0.177805,0,,,-393453946.42799336,-933017296.736972,0
19882,53.0688286,-27.768856,1,8.42,-0.00102,-35811900000.0,-3.564,2.9417,0.0677409,0.0973572,0.0821395,0,,,-23978707541.07832,-49456855323.89783,0
19896,53.1859703,-27.768465,1,8.8,-0.001006,-9285890000.0,-0.4992,2.1807,0.171382,0.23218,0.239842,0,,,-6684430101.820718,-12305789806.525202,0
19897,53.1013603,-27.7688808,1,9.33,0.004905,1298880000000.0,141.9,4.1187,0.0631171,0.130226,0.129514,0,,,1002385451330.0908,1623872366397.698,0
19907,53.1208076,-27.768486,1,8.77,-0.003623,-25925400000.0,-2.536,1.6814,0.142266,0.23332,0.273837,0,,,-17700514332.734566,-35431645624.94529,0
19909,53.1583328,-27.7682667,1,8.36,0.005701,7306440000.0,0.9061,0.9698,0.144609,0.270808,0.354836,0,,,4486730337.221403,10632933584.232136,0
19910,53.0386581,-27.7685261,1,8.86,-0.003607,-197769000000.0,-21.17,3.1397,0.119197,0.150534,0.120718,0,,,-149767008742.02774,-251712450824.5193,0
19912,53.0226479,-27.7687225,1,8.32,1.778e-05,22150700.0,0.0891,0.9561,0.0906973,0.142998,0.196201,0,,,13582493.426152244,32279012.29323768,0
19916,53.0965347,-27.7677517,1,9.04,-0.005973,-42308700000.0,-4.064,1.7363,0.310107,0.495823,0.636824,0,,,-31011361722.581,-55421385851.53679,0
19918,53.1252441,-27.7685032,1,7.84,0.0003212,314718000.0,0.07261,0.8533,0.0618053,0.124761,0.161674,0,,,190611568.3170477,463872865.88975215,0
19919,53.1300545,-27.7685032,1,8.73,-0.00158,-10999800000.0,-1.065,1.8083,0.0643156,0.105136,0.165954,0,,,-8096793592.284289,-14352697536.718098,0
19926,53.0442009,-27.7683086,1,8.67,0.009421,84449300000.0,9.565,2.1443,0.156266,0.224175,0.152057,0,,,60681948712.98035,112098329350.01468,0
19927,53.1752968,-27.7682896,1,8.73,-0.0007308,-12363100000.0,-1.094,2.5458,0.11028,0.174661,0.161772,0,,,-8156901834.700639,-17307816079.421375,0
19930,53.0739059,-27.7682858,1,8.65,-0.001796,-6567660000.0,-0.6065,1.2964,0.0861109,0.174617,0.283555,0,,,-4359235440.936369,-9212576439.257587,0
19931,53.0443039,-27.7679157,1,8.67,0.01423,17234600000.0,1.988,0.9478,0.139525,0.333393,0.525051,0,,,10558488376.695831,25136009885.98586,0
19935,53.0536728,-27.7678432,1,8.31,0.02174,11930400000.0,1.359,0.639,0.129256,0.295847,0.488166,0,,,8346432692.918602,16189241299.95434,0
19936,53.0718346,-27.768013,1,8.83,-0.006473,-5990540000.0,-0.5837,0.8229,0.123192,0.325941,0.746859,0,,,-3612942475.403869,-8863852474.579077,0
19939,53.0570564,-27.7682858,1,8.72,-8.288e-05,-505327000.0,0.04987,1.4936,0.0837806,0.192618,0.264648,0,,,-340908248.1204708,-698321353.1838795,0
19940,53.0826302,-27.7680645,1,8.34,0.008441,18253000000.0,2.078,1.1406,0.0790025,0.161497,0.219709,0,,,13325885583.039164,23927341965.445507,0
19943,53.1213303,-27.7683983,1,8.22,-0.0002488,-425117000.0,-0.02382,1.0588,0.0290757,0.0812115,0.125683,0,,,-308115332.750438,-561052742.7033968,0
19959,53.0884705,-27.7684193,1,8.74,-0.00211,-47784800000.0,-4.909,2.7019,0.115844,0.191888,0.232307,0,,,-31728007381.844982,-66506806814.33654,0
19973,53.0424271,-27.7677555,1,9.2,0.01006,522193000000.0,57.81,3.1187,0.242816,0.411542,0.36066,0,,,395233995443.79816,664963571877.884,0
19990,53.1411819,-27.768074,1,8.62,0.00303,442297000000.0,48.49,3.6146,0.0804534,0.141482,0.0765398,0,,,338476321473.1258,557397217452.8528,0
19995,53.2036057,-27.7674084,1,7.87,-0.00267,-1062720000.0,-0.08252,0.5623,0.11884,0.246602,0.366625,0,,,-641938518.636363,-1594691220.5192,0
20006,53.1636391,-27.7674446,1,8.51,0.01118,16728600000.0,1.982,1.0154,0.189507,0.378912,0.557623,0,,,12072289007.92167,22166176556.001102,0
20007,53.1563988,-27.7677994,1,8.6,0.004106,32817400000.0,3.895,2.0311,0.13085,0.176288,0.112797,0,,,23440565101.897514,43802478646.69748,0
20030,53.1674728,-27.7674484,1,8.71,-0.002644,-4221880000.0,-0.2837,1.0446,0.222599,0.451262,0.539759,0,,,-3055722451.0314617,-5578973412.788628,0
20035,53.1565857,-27.7675304,1,9.14,0.002746,19160900000.0,2.27,1.8316,0.086735,0.182072,0.370815,0,,,14122367580.861517,24971388015.44646,0
20037,53.023304,-27.7666111,1,9.14,0.009276,10965600000.0,1.624,0.9442,0.535522,1.11104,1.95523,0,,,6715232673.74326,15998767511.353868,0
20047,53.1207008,-27.7676086,1,8.26,-0.007222,-13964400000.0,-1.465,1.1038,0.0429238,0.0806749,0.143583,0,,,-10162955987.938084,-18359145051.52327,0
20055,53.0396919,-27.7669678,1,9.04,0.008883,63428100000.0,7.844,1.6503,0.477077,0.727311,1.07041,0,,,43227826203.05681,86830459312.52007,0
20058,53.205761,-27.7673912,1,6.95,-0.007158,-193417000.0,-0.02024,0.2048,0.029928,0.0832066,0.174342,0,,,-115572953.6249941,-301832973.5872492,0
20067,53.2020035,-27.767086,1,8.89,-0.002282,-65944200000.0,-6.153,2.8337,0.311929,0.494127,0.315202,0,,,-43995896388.41221,-91374747994.83054,0
20074,53.1181641,-27.7667389,1,9.36,0.002193,15389800000.0,2.463,1.7687,0.405696,0.752919,1.08628,0,,,11302369194.862123,20123314640.857143,0
20092,53.0671654,-27.767065,1,8.88,-0.004199,-29250100000.0,-3.083,1.7883,0.063319,0.142845,0.242911,0,,,-21506031518.130604,-38206274678.78692,0
20093,53.0474167,-27.7658386,1,9.1,0.006121,8335020000.0,1.027,0.988,0.2056,0.583408,1.10846,0,,,5127956865.993115,12108753534.130505,0
20100,53.104332,-27.7671528,1,7.18,0.009501,1711050000.0,0.1949,0.4156,0.0498996,0.093791,0.125487,0,,,1083978734.9312837,2518739603.994491,0
20116,53.16465,-27.7666168,1,9.02,-0.005321,-37044100000.0,-3.713,1.8062,0.208088,0.362818,0.410318,0,,,-27264393092.511585,-48340983285.0396,0
20118,53.1222801,-27.7671299,1,8.54,0.003039,61900200000.0,7.068,2.6369,0.0932548,0.110846,0.124857,0,,,40995741019.39513,86355332313.04453,0
20129,53.0895996,-27.7663631,1,9.01,-0.002263,-17293400000.0,-1.413,1.9795,0.207889,0.362179,0.406012,0,,,-12842080841.82316,-22380717353.684074,0
20137,53.1051826,-27.7663765,1,9.5,0.008136,2095860000000.0,229.7,4.0521,0.284396,0.298815,0.203205,0,,,1615844181372.1577,2622728317883.501,0
20138,53.1964798,-27.7666798,1,8.25,0.002502,350869000000.0,38.73,3.6113,0.120379,0.129713,0.0589425,0,,,268492346210.5416,442203043337.3168,0
20140,53.1593628,-27.7666874,1,8.38,0.001568,2856980000.0,0.3772,1.085,0.0781653,0.145602,0.23661,0,,,2075742417.926965,3761986905.639651,0
20151,53.0921631,-27.7669239,1,8.2,0.003344,23333600000.0,2.898,1.8427,0.148706,0.170532,0.0876819,0,,,17208248342.345894,30392357480.009605,0
20159,53.133934,-27.7666321,1,8.28,0.00448,12564700000.0,1.439,1.2373,0.074578,0.123408,0.149915,0,,,8290890429.213055,17719318382.620304,0
20165,53.1407051,-27.7659245,1,8.36,0.003527,1211730000.0,0.1775,0.5267,0.126958,0.248592,0.451106,0,,,724356510.4283603,1835115253.8062868,0
20175,53.0830879,-27.7665405,1,9.0,-0.001827,-15249200000.0,-1.426,2.0784,0.101362,0.148397,0.232517,0,,,-10920243466.572838,-20305385891.70972,0
20180,53.1245842,-27.7666054,1,8.12,-0.001949,-12997300000.0,-1.353,1.5594,0.0428389,0.0801916,0.0733414,0,,,-8808067589.415743,-17886323984.830284,0
20184,53.1875114,-27.7662334,1,8.66,-0.002344,-34262500000.0,-3.351,2.4785,0.141703,0.179337,0.159531,0,,,-24977207560.999645,-44876578821.87579,0
20234,53.1320267,-27.7659283,1,8.93,0.004022,508521000000.0,55.88,3.5257,0.0982493,0.134286,0.147771,0,,,388478344919.49146,641911581198.2406,0
20242,53.1148911,-27.7656651,1,7.56,-0.009597,-766783000.0,-0.04798,0.3122,0.245088,0.395149,0.512525,0,,,-457447340.00349873,-1187354202.5121884,0
20243,53.0298386,-27.7661533,1,8.55,0.003384,22566800000.0,2.674,1.5519,0.140277,0.177824,0.368295,0,,,15285588443.434828,31069718749.96829,0
20244,53.1858292,-27.7661819,1,8.43,-0.003314,-13286500000.0,-1.401,1.3229,0.0469376,0.10626,0.156587,0,,,-8840583275.505798,-18595272054.27256,0
20247,53.1896896,-27.7662392,1,8.77,-0.0008915,-7440960000.0,-0.5432,2.0747,0.106213,0.146381,0.261214,0,,,-5327560538.270593,-9909964368.06393,0
20249,53.1235466,-27.7658043,1,7.44,-0.0009019,-121594000.0,0.001127,0.3738,0.0920439,0.21544,0.24681,0,,,-75484513.40745106,-182131649.680887,0
20259,53.1841965,-27.7661667,1,7.65,-0.002935,-1256290000.0,-0.1215,0.5728,0.0595005,0.129001,0.15698,0,,,-761019472.9023863,-1880417533.5381043,0
20263,53.0620918,-27.7656994,1,8.81,0.002866,148768000000.0,16.82,3.1156,0.14904,0.237789,0.122318,0,,,112589489328.83238,189456325585.076,0
20264,53.0653419,-27.7656403,1,8.76,0.0002176,1070910000.0,0.3361,1.3855,0.135011,0.227861,0.312865,0,,,716459547.0270685,1491332824.8331888,0
20287,53.0869942,-27.7653446,1,8.45,-0.006885,-192509000000.0,-20.29,2.7989,0.170011,0.283267,0.125466,0,,,-128279255615.30362,-267049511143.3307,0
20301,53.1953735,-27.7655239,1,7.24,0.006517,345823000.0,0.03859,0.2617,0.0140857,0.032191,0.0943876,0,,,221028559.9862632,511534495.2851703,0
20305,53.1280632,-27.7655067,1,6.91,-0.002622,-233882000.0,-0.02089,0.3235,0.0343976,0.0900343,0.119708,0,,,-140711870.13366023,-359652654.52809936,0
20307,53.0520744,-27.7652035,1,9.23,0.0007886,128800000000.0,14.83,3.6892,0.175089,0.256367,0.22461,0,,,98704229303.95715,162103756895.7941,0
20309,53.0589638,-27.7656021,1,8.88,0.005992,50838800000.0,5.756,2.0841,0.0765056,0.141477,0.164212,0,,,36417671886.64796,67676581251.02512,0
20321,53.130703,-27.7656021,1,8.24,-0.005356,-34531800000.0,-3.646,1.5284,0.0771839,0.0956101,0.149532,0,,,-23353023090.49078,-47612775616.00333,0
20337,53.1056595,-27.7652817,1,8.85,0.002731,231222000000.0,25.6,3.3116,0.0985528,0.122586,0.13707,0,,,175829847954.7751,293141682989.38983,0
20341,53.1121254,-27.7655716,1,7.62,-0.001262,-1393660000.0,-0.08617,0.912,0.0805463,0.113468,0.104097,0,,,-850335189.3288617,-2040256032.4264631,0
20348,53.1476173,-27.7652073,1,8.39,-0.0004996,-3630040000.0,-0.2217,1.9188,0.0731239,0.118057,0.0912117,0,,,-2687748706.7068105,-4710798750.897796,0
20354,53.1686897,-27.7652664,1,8.0,-0.001039,-6097200000.0,-0.6051,1.4695,0.0425455,0.0682158,0.0617171,0,,,-4106131857.3775697,-8439504271.9777,0
20358,53.1882133,-27.7652168,1,8.61,-0.004037,-33695100000.0,-3.504,2.0692,0.0738359,0.105445,0.139102,0,,,-24117817167.370342,-44887738082.31255,0
20365,53.0617371,-27.765192,1,8.21,0.009324,60114800000.0,6.707,1.533,0.0947318,0.142986,0.0968609,0,,,40666957624.26044,82862786685.96945,0
20366,53.0987511,-27.7647896,1,9.22,-0.006009,-759747000000.0,-82.02,3.5317,0.235019,0.263182,0.262454,0,,,-580469234374.1097,-958927731825.835,0
20370,53.1097488,-27.7653141,1,8.51,0.003743,26189500000.0,2.888,1.8462,0.0219638,0.0536266,0.0841491,0,,,19318103384.62096,34106209873.766247,0
20372,53.124218,-27.7651253,1,8.08,-0.001709,-11904800000.0,-1.202,1.7927,0.0545663,0.0819783,0.0418832,0,,,-8755177621.636002,-15546323386.4355,0
20380,53.174469,-27.7643871,1,9.01,0.002038,2693040000.0,0.3865,0.9758,0.149548,0.452486,1.01384,0,,,1654772874.2652886,3916863746.542645,0
20381,53.0722618,-27.7650108,1,8.59,-0.005013,-37776700000.0,-3.913,1.9648,0.0898633,0.143718,0.160406,0,,,-28033474427.4246,-48921424840.12791,0
20384,53.0662079,-27.7645683,1,6.87,-0.008931,-163600000.0,-0.01551,0.1755,0.0705856,0.156757,0.248133,0,,,-92741433.8329195,-265658321.8990836,0
20405,53.1442604,-27.7646179,1,6.73,0.0003529,8859430.0,0.001084,0.1981,0.00804196,0.0390639,0.0916394,0,,,5238030.096710198,13938425.594736766,0
20407,53.0405235,-27.7644463,1,8.49,-0.003158,-21059700000.0,-2.101,1.5481,0.133366,0.194177,0.246643,0,,,-14261147657.299135,-29001553159.290527,0
20410,53.1162186,-27.764576,1,7.73,-0.003078,-2394330000.0,-0.2451,0.7504,0.0373978,0.0849073,0.120356,0,,,-1703674904.1714928,-3198695004.9589567,0
20412,53.1537666,-27.763752,1,8.79,-0.004391,-3588740000.0,-0.3101,0.8878,0.17515,0.495979,0.874866,0,,,-2183248239.6670465,-5267957462.711153,0
20419,53.2000885,-27.764349,1,8.38,-0.001368,-8967180000.0,-0.8581,1.5468,0.0839026,0.132083,0.154659,0,,,-6071842078.784926,-12349798691.832338,0
20432,53.0300713,-27.7643127,1,8.68,0.001083,109403000000.0,12.27,3.4009,0.0851661,0.112391,0.114325,0,,,83359704816.90375,138440651658.74677,0
20437,53.1118011,-27.762661,1,9.46,0.003013,11521000000.0,3.07,1.2657,1.2678,1.95667,2.54514,0,,,7624198572.642387,16204757453.03255,0
20442,53.0999985,-27.7640476,1,8.49,-0.006812,-257040000000.0,-27.38,2.99,0.148123,0.161838,0.12281,0,,,-172369446101.40668,-354474540044.6707,0
20443,53.1255074,-27.764452,1,8.04,0.002003,13750500000.0,1.593,1.5799,0.0562081,0.0980147,0.042776,0,,,9330912153.612171,18899518307.403168,0
20445,53.1820107,-27.76441,1,8.87,-0.001934,-580757000000.0,-62.54,4.5479,0.127024,0.20483,0.108838,0,,,-432884113124.8121,-744956880056.7513,0
20456,53.0824127,-27.764122,1,8.31,-0.003026,-3497860000.0,-0.3651,0.9357,0.0359595,0.10973,0.212485,0,,,-2140031794.8915784,-5107830229.225602,0
20462,53.133728,-27.7638321,1,8.78,0.00421,29786200000.0,3.538,1.6165,0.170423,0.26563,0.298217,0,,,20258927514.987774,40852957361.35139,0
20463,53.0280113,-27.7631454,1,9.49,0.009911,64966200000.0,8.647,1.5392,0.996951,1.72919,2.34914,0,,,43967348823.407135,89515183140.94044,0
20473,53.1356201,-27.7622414,1,7.73,0.001742,124578000.0,0.01504,0.2971,0.0373408,0.167486,0.436895,0,,,81930264.78315625,179958609.67640603,0
20474,53.1796684,-27.7639008,1,8.65,-0.004599,-29651200000.0,-3.08,1.5237,0.104057,0.158294,0.225847,0,,,-20045918895.09097,-40895564720.707184,0
20477,53.1264381,-27.7641354,1,8.19,-0.002751,-19663900000.0,-2.039,1.7005,0.0559939,0.0963965,0.0625253,0,,,-14380998191.410212,-25811547007.566696,0
20492,53.0139542,-27.7640667,1,8.86,0.003555,433886000000.0,47.65,3.4999,0.107972,0.115908,0.00247056,0,,,331288679538.8323,547969605547.29663,0
20498,53.0815086,-27.7638226,1,8.37,-0.004136,-18895800000.0,-2.014,1.3532,0.0468117,0.0904827,0.140564,0,,,-12606920932.829311,-26380494577.04576,0
20516,53.1336136,-27.7632942,1,8.79,0.00497,29165600000.0,3.364,1.4659,0.109598,0.181385,0.292221,0,,,19636194134.445698,40379824395.65479,0
20520,53.0824242,-27.7634354,1,7.39,-0.000411,-34681100.0,-0.0009253,0.3124,0.0408532,0.128429,0.218475,0,,,-20693249.85251629,-53696438.21576803,0
20540,53.1070747,-27.7635307,1,7.85,-0.00812,-56702600000.0,-6.024,1.7831,0.0628034,0.0747836,0.117485,0,,,-41677846194.83648,-74085153460.16068,0
20542,53.1134071,-27.7632179,1,8.28,0.01397,33904700000.0,3.773,1.1896,0.0674897,0.121195,0.193669,0,,,24849089931.57391,44283711326.97728,0
20556,53.1036797,-27.7631817,1,9.26,-0.005378,-1703780000000.0,-184.4,4.8142,0.200445,0.270429,0.344211,0,,,-1274794907494.1753,-2177645644065.732,0
20559,53.1256409,-27.763155,1,8.74,-0.003154,-97183700000.0,-10.08,2.8582,0.140578,0.235069,0.149846,0,,,-64892461099.62601,-134556407876.81902,0
20570,53.101059,-27.7632046,1,8.18,-0.005762,-39555800000.0,-4.172,1.5779,0.0765209,0.128974,0.0998889,0,,,-26838611344.490646,-54374351592.31576,0
20571,53.1044693,-27.7630711,1,9.1,-0.003709,-1138550000000.0,-123.1,4.6365,0.156037,0.259705,0.0523853,0,,,-849767273349.2499,-1458641604389.3032,0
20583,53.1080475,-27.7632504,1,7.9,-0.003382,-18241000000.0,-1.959,1.4126,0.020796,0.040745,0.0356129,0,,,-12230611178.596767,-25350554605.10917,0
20593,53.1530495,-27.7629795,1,8.41,-0.009356,-66530800000.0,-7.193,1.6308,0.0477989,0.0950055,0.0964865,0,,,-45289862679.88252,-91176111747.15784,0
20604,53.056591,-27.7621689,1,8.63,0.006664,5052140000.0,0.7156,0.7433,0.328107,0.728095,1.16117,0,,,3591469546.414966,6755238831.962724,0
20605,53.1123238,-27.7630577,1,7.68,0.003572,1132240000.0,0.1263,0.5165,0.0116213,0.036246,0.0921042,0,,,674646157.5294563,1719624967.019907,0
20608,53.0924759,-27.7623901,1,9.28,0.001335,168790000000.0,19.32,3.5403,0.240995,0.353928,0.33926,0,,,128982727116.22015,213006588374.61523,0
20612,53.1739082,-27.7627563,1,8.62,0.002433,61321100000.0,7.275,2.7562,0.200035,0.307296,0.160215,0,,,40798658292.30929,85186394265.99648,0
20634,53.106369,-27.7628975,1,8.63,-0.004472,-31938400000.0,-3.427,1.7053,0.0371785,0.0571075,0.185955,0,,,-23364968918.63053,-41911691816.80218,0
20639,53.0723114,-27.7626839,1,7.97,0.002944,3251130000.0,0.3698,0.9169,0.0338532,0.0940423,0.135531,0,,,1984802860.1927924,4756984549.934249,0
20646,53.1361618,-27.7619781,1,7.48,0.008136,808020000.0,0.08857,0.334,0.0145388,0.0499929,0.149781,0,,,489708216.12845385,1235004078.3580315,0
20653,53.1151123,-27.7625313,1,8.41,0.004027,35152100000.0,3.93,2.1145,0.0519096,0.104963,0.065476,0,,,25220747032.225697,46726099643.76932,0
20662,53.089447,-27.762228,1,8.65,-0.004628,-33626600000.0,-3.514,1.9278,0.0829219,0.156468,0.120032,0,,,-24908914878.07622,-43619943276.375175,0
20664,53.0572624,-27.7624187,1,7.45,0.004734,3144770000.0,0.3559,0.6978,0.0281168,0.0623921,0.104289,0,,,2221251032.7840667,4229929916.338165,0
20672,53.1552162,-27.7620163,1,8.59,-0.003001,-10974100000.0,-1.117,1.3016,0.0853052,0.209976,0.23805,0,,,-7287558658.0350065,-15386660744.532429,0
20716,53.0693283,-27.7618828,1,7.35,0.002165,46665700.0,0.005235,0.187,0.011777,0.0617454,0.207758,0,,,27062764.86184249,74502595.12891595,0
20719,53.0982971,-27.7619801,1,8.67,-0.005211,-681213000000.0,-74.0,3.5495,0.0646649,0.0600949,0.113732,0,,,-520651579949.3222,-859516361348.2101,0
