Seq,RAJ2000,DEJ2000,Use,F24,LIR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN
5746,53.067131,-27.8838558,1,0.08642,2416350000000.0,2.9412,3.9602,6.63155,10.1122,0,,
5860,53.0606155,-27.8823376,1,0.2112,2014450000000.0,2.2177,1.68917,5.04693,13.6499,0,,
5864,53.0629921,-27.883194,1,0.01209,84169100000.0,1.8083,0.916463,4.23883,12.3374,0,,
5880,53.0605469,-27.8832989,1,0.04827,336816000000.0,1.8316,0.908232,1.976,4.13404,0,,
5886,53.0612335,-27.8827438,1,0.00938,18137100000.0,1.1001,1.42877,2.43973,3.55065,0,,
5928,53.0630035,-27.8835583,1,0.01734,12155200000.0,0.7154,0.168694,0.660878,2.10231,0,,
5971,53.0728188,-27.8800011,1,0.007272,13634800000.0,1.098,2.21922,13.7509,42.478,0,,
5972,53.0714798,-27.8809643,1,0.1282,174571000000.0,0.9668,1.81393,3.75089,10.2002,0,,
6020,53.069767,-27.8804836,1,0.01081,164020000000.0,2.5007,1.39239,6.10734,14.7954,0,,
6026,53.0668411,-27.8825855,1,0.00659,67837800000.0,2.2718,0.235456,0.354449,0.407363,0,,
6049,53.0711327,-27.8827362,1,0.001154,1437670000.0,0.9595,0.118258,0.236145,0.237244,0,,
6058,53.0631485,-27.8823833,1,0.0006659,4646490000.0,1.8389,0.10517,0.499737,1.48905,0,,
6148,53.0704803,-27.881649,1,0.01388,44127000000.0,1.2637,0.104844,0.166853,0.299587,0,,
6153,53.0688782,-27.8796158,1,0.1323,1803920000000.0,2.4497,1.07625,3.96452,18.0243,0,,
6179,53.0749817,-27.880394,1,0.003676,6476430000.0,1.0748,0.251777,0.921169,2.33416,0,,
6235,53.0726891,-27.880621,1,0.00222,58054100000.0,2.7769,0.642779,1.33275,2.9481,0,,
6243,53.0692711,-27.8787708,1,0.1049,173039000000.0,1.0372,1.49261,4.23872,14.6567,0,,
6249,53.0703964,-27.8804264,1,0.006623,9018600000.0,0.9922,0.13528,0.25834,0.511668,0,,
6258,53.0651588,-27.8800716,1,0.004506,113122000.0,0.2425,0.462155,0.942638,1.29191,0,,
6264,53.0757675,-27.8807812,1,0.0065,141905000000.0,2.6792,0.206897,0.236629,0.421708,0,,
6276,53.0787811,-27.8804207,1,0.0009838,653532000.0,0.6952,0.0631908,0.119783,0.206929,0,,
6282,53.0794067,-27.8800926,1,0.004124,6802780000.0,1.0555,0.503869,0.943785,1.49928,0,,
6292,53.0783348,-27.8785057,1,0.01976,26111100000.0,0.9814,3.49267,5.04108,6.58173,0,,
6302,53.0630608,-27.8799019,1,0.001147,2217820000.0,1.0978,0.62192,0.972428,1.26256,0,,
6323,53.0673676,-27.8781548,1,0.002967,5563060000.0,1.0934,1.28209,6.00727,17.1526,0,,
6328,53.0692253,-27.8799324,1,0.005101,3480380000.0,0.7064,0.0823508,0.155923,0.370198,0,,
6329,53.0684929,-27.8793106,1,0.03303,558777000000.0,2.5538,0.544083,1.23476,2.58685,0,,
6336,53.0751419,-27.8800602,1,0.001487,217061000000.0,3.6199,0.137302,0.250462,0.221882,0,,
6356,53.0631752,-27.8783588,1,0.001994,3289220000.0,1.0495,0.788816,1.43677,2.16375,0,,
6365,53.0713081,-27.8797855,1,0.003382,66281000000.0,2.6203,0.0667091,0.204591,0.258854,0,,
6377,53.0800247,-27.8793507,1,0.003381,9482410000.0,1.2301,0.307644,0.432618,0.49237,0,,
6398,53.0597115,-27.8777256,1,0.007902,369473000.0,0.2518,1.68086,3.94913,5.99318,0,,
6417,53.0678177,-27.8787289,1,0.007287,2188200000000.0,4.5734,0.402948,0.740483,0.642808,0,,
6426,53.0729332,-27.8783264,1,0.004515,7954590000.0,1.069,0.299547,1.57658,4.29892,0,,
6436,53.0775375,-27.8787632,1,0.01345,12828200000.0,0.8367,0.208245,0.415634,0.558744,0,,
6447,53.0785789,-27.8790359,1,0.01299,12389500000.0,0.8379,0.0562136,0.123778,0.202406,0,,
6454,53.0792236,-27.8786469,1,0.006307,9437160000.0,1.0175,0.243422,0.409389,0.489019,0,,
6455,53.0739479,-27.8782558,1,0.008666,22478400000.0,1.2113,0.194281,0.587297,1.07286,0,,
6475,53.0757904,-27.8785954,1,0.002885,97947900000.0,2.9228,0.251062,0.381163,0.558327,0,,
6476,53.0840836,-27.8773136,1,0.03414,220111000000.0,1.5345,1.57637,3.34456,6.61982,0,,
6477,53.0727539,-27.8763123,1,0.006206,11999800000.0,1.1017,2.34693,12.3094,36.2372,0,,
6485,53.0619698,-27.8767414,1,0.01631,31536800000.0,1.09,1.85319,3.59735,6.2953,0,,
6488,53.0714493,-27.8755627,1,0.01283,25530100000.0,1.118,1.26064,7.55235,25.9479,0,,
6497,53.0739288,-27.8777542,1,0.005923,10435200000.0,1.076,0.536292,1.05284,1.75078,0,,
6525,53.0840263,-27.8765602,1,0.02939,935044000000.0,2.8787,0.910839,1.75457,4.30425,0,,
6533,53.0713539,-27.8774357,1,0.003424,6238710000.0,1.0866,1.00381,1.72942,2.39708,0,,
6534,53.0705109,-27.8754501,1,0.05175,30903000000.0,0.6611,2.50888,5.13494,10.5452,0,,
6542,53.0792847,-27.8772469,1,0.000797,231411000000.0,4.5932,1.03351,1.42267,1.63423,0,,
6555,53.0844994,-27.8758335,1,0.004196,8589200000.0,1.1354,2.01698,9.71539,24.7628,0,,
6575,53.0696831,-27.875782,1,0.00659,12007300000.0,1.0845,0.887472,1.72474,2.92558,0,,
6579,53.0679359,-27.8768692,1,0.01381,22051500000.0,1.0441,1.18608,1.87499,2.29701,0,,
6580,53.0602989,-27.876049,1,0.2216,1569660000000.0,1.7389,0.44944,1.82537,9.13504,0,,
6610,53.0591469,-27.8777122,1,0.005168,135146000000.0,2.7665,0.193961,0.247057,0.774315,0,,
6635,53.0733833,-27.8745747,1,0.2723,526516000000.0,1.1116,5.26532,19.4646,64.6261,0,,
6642,53.0844193,-27.8727741,1,0.8995,94011700000.0,0.3547,7.77764,25.1694,93.2806,0,0.0,0.0
6664,53.068882,-27.8771095,1,0.002563,725253000000.0,4.331,0.157932,0.303277,0.620675,0,,
6667,53.0603676,-27.8765965,1,0.0131,122874000000.0,2.1984,0.0804149,0.238086,0.498938,0,,
6704,53.0866776,-27.8760815,1,0.004408,8031600000.0,1.0861,0.609757,1.03438,1.2591,0,,
6705,53.0744743,-27.8767204,1,0.003973,1464730000000.0,5.9343,0.302488,0.482338,0.431838,0,,
6707,53.0658188,-27.8764,1,0.006215,29508300000.0,1.3691,0.159923,0.306758,0.399005,0,,
6722,53.0740204,-27.8761654,1,0.003952,29781300000.0,1.9704,0.254103,0.436761,0.68572,0,,
6738,53.0611,-27.8758316,1,0.003257,443758000000.0,3.587,0.776366,1.29589,2.17373,0,,
6739,53.0657997,-27.8755684,1,0.01466,92836600000.0,1.5219,0.698526,1.49146,2.43859,0,,
6743,53.0764694,-27.8763313,1,0.01807,1603890000000.0,3.3309,0.120703,0.275318,0.393217,0,,
6745,53.0665016,-27.8761921,1,0.005525,108280000000.0,2.6164,0.260589,0.366978,0.790748,0,,
6747,53.068264,-27.8760681,1,0.01161,282754000000.0,2.731,0.146015,0.254879,0.293176,0,,
6755,53.0748062,-27.8758945,1,0.0008786,99622300000.0,3.4708,0.149544,0.456149,1.88156,0,,
6764,53.0948372,-27.8733158,1,0.1444,1397730000.0,0.1347,12.5801,29.7934,57.4488,0,,0.0
6776,53.0904694,-27.8750172,1,0.002251,685086000.0,0.5046,0.950172,1.69559,2.24724,0,,
6798,53.0858459,-27.8759575,1,0.004805,101259000000.0,2.6621,0.26953,0.233252,0.32215,0,,
6838,53.0743141,-27.8750763,1,0.000138,9431890000.0,3.2195,0.264456,0.340658,0.539254,0,,
6844,53.0699615,-27.8747368,1,0.003931,479776000000.0,3.5086,0.560858,0.737506,0.869496,0,,
6849,53.0698051,-27.874506,1,0.00196,101739000000.0,3.1184,0.848118,1.18794,1.42454,0,,
6852,53.0932541,-27.875082,1,0.0005912,99899000000.0,3.7074,0.268688,0.642441,1.00261,0,,
6860,53.0681953,-27.8754387,1,0.003402,59710600000.0,2.5713,0.0902078,0.184164,0.33679,0,,
6876,53.0945473,-27.8749924,1,0.001269,113195000.0,0.3194,0.0662421,0.112095,0.339622,0,,
6888,53.0665817,-27.8744907,1,0.005646,41023200000.0,1.9197,0.286525,0.928863,2.08615,0,,
6900,53.0784874,-27.8731995,1,0.01081,592704000000.0,3.1378,1.30626,2.05421,3.56151,0,,
6904,53.0766144,-27.8742332,1,0.000225,655668000.0,1.2472,0.300043,0.555814,0.704735,0,,
6921,53.07658,-27.8733234,1,0.04341,32910200000.0,3.5354,0.20876,0.467634,1.92051,0,,
6940,53.0678711,-27.8745041,1,0.004473,1239530000000.0,4.2817,0.343135,0.905277,1.35553,0,,
6955,53.0669861,-27.8735332,1,0.003599,6340770000.0,1.0725,0.598433,0.980082,1.25784,0,,
6988,53.0671806,-27.873867,1,0.006095,143026000000.0,2.7193,0.306515,0.537526,0.81271,0,,
6990,53.0826721,-27.8739853,1,0.004481,8401780000.0,1.0901,0.173969,0.326406,0.470727,0,,
7003,53.0649757,-27.8735809,1,0.008634,61396600000.0,1.6256,0.232903,0.408234,0.461498,0,,
7004,53.0786171,-27.8740635,1,0.005089,51298200000.0,2.2585,0.196617,0.258375,0.499396,0,,
7005,53.0939445,-27.8727245,1,0.04877,46515500000.0,0.825,2.13526,4.41844,8.22372,0,,
7011,53.0641861,-27.8740387,1,0.001332,403197000000.0,4.6,0.19821,0.279954,0.063303,0,,
7012,53.0739594,-27.8741341,1,0.000633,13819300000.0,2.6777,0.209304,0.381417,2.52503,0,,
7029,53.0765686,-27.8738155,1,0.008642,314295000000.0,2.9514,0.192762,0.399331,0.498691,0,,
7035,53.0642509,-27.8736057,1,0.001956,5485830000.0,1.2347,0.364828,0.481743,0.428432,0,,
7036,53.0785027,-27.8736629,1,0.008232,179717000000.0,2.6743,0.219345,0.277351,0.404734,0,,
7042,53.0796204,-27.8738594,1,0.003556,15587800000.0,1.3504,0.0446695,0.11912,0.253896,0,,
7084,53.0902252,-27.8736191,1,0.001795,11137100000.0,1.503,0.185856,0.265356,0.382107,0,,
7094,53.0850716,-27.8733921,1,0.001332,347735000000.0,4.073,0.199706,0.743489,0.325788,0,,
7107,53.081604,-27.872963,1,0.064426,113507000000.0,1.069,0.180889,0.214521,0.389655,0,,
7108,53.0871201,-27.8729305,1,0.12596,891181000000.0,1.6136,0.402853,0.578772,0.880762,0,,
7120,53.0794182,-27.8732338,1,0.021389,57560700000.0,1.223,0.0856948,0.166807,0.260937,0,,
7125,53.086277,-27.8729935,1,0.008601,74012700000.0,2.109,0.295625,0.387604,0.34086,0,,
7158,53.0719185,-27.8721123,1,0.04091,718036000000.0,2.5723,2.52933,5.28173,9.98744,0,,
7159,53.078907,-27.8729954,1,0.005579,1712590000000.0,4.6479,0.303458,0.573558,0.928224,0,,
7181,53.0665855,-27.8724976,1,0.003877,127586000000.0,2.8942,0.395054,0.591451,0.751996,0,,
7182,53.0934029,-27.8727379,1,0.004584,215073000000.0,3.0718,0.380865,0.544468,0.960447,0,,
7208,53.1170311,-27.8673172,1,0.005568,2216180000.0,0.5561,4.11531,24.1493,77.137,0,,
7218,53.1003151,-27.8707352,1,0.005015,6828970000.0,0.9885,0.439521,2.52202,8.00816,0,,
7225,53.1000137,-27.8716164,1,0.00299,3832000000.0,0.9737,0.291022,0.555814,0.783588,0,,
7234,53.0777168,-27.8692741,1,0.003592,2864470000.0,0.748,1.84801,8.50568,23.3521,0,,
7235,53.0781212,-27.8701439,1,0.03241,19353900000.0,0.6661,3.00671,5.33264,7.67997,0,,
7243,53.1000252,-27.8711433,1,0.0001091,11021100000.0,3.5002,0.962121,1.20304,1.21426,0,,
7259,53.067646,-27.8689747,1,0.04523,1488450000000.0,2.9088,0.708812,2.4985,12.5698,0,,
7269,53.0831909,-27.8715878,1,0.15784,501801000000.0,1.2613,0.146813,0.190905,0.181356,0,,
7277,53.0773811,-27.8702393,1,0.01181,9417980000.0,0.7547,1.26027,3.05096,5.66166,0,,
7317,53.0811043,-27.8706722,1,0.001998,979742000.0,0.6092,0.20928,0.423854,1.25209,0,,
7346,53.1020279,-27.8707027,1,0.007048,829203000000.0,3.497,0.539244,0.732281,0.634631,0,,
7348,53.0691795,-27.8708401,1,0.01137,155031000000.0,2.438,0.176867,0.44468,1.52,0,,
7358,53.106411,-27.869194,1,0.0423,57600300000.0,0.9889,1.06681,2.92369,7.35829,0,,
7390,53.0675659,-27.8706951,1,0.007823,2380910000.0,0.5015,0.0730764,0.148472,0.433435,0,,
7396,53.1098518,-27.8701458,1,0.01016,199117000000.0,2.6182,0.511297,1.12322,1.99947,0,,
7403,53.0798531,-27.870945,1,0.009252,151084000000.0,2.538,0.0266536,0.100826,0.326784,0,,
7408,53.1090698,-27.8697395,1,0.02734,4794750000000.0,3.9525,1.29558,1.81632,2.19105,0,,
7418,53.1083527,-27.8701954,1,0.00177,12638500000.0,1.6397,0.395091,0.55641,0.591541,0,,
7424,53.0888977,-27.8680878,1,0.1063,199310000000.0,1.0876,3.13235,8.29597,19.9473,0,,
7434,53.1057816,-27.8697968,1,0.007291,27879000000.0,1.3166,1.03931,1.50803,1.83747,0,,
7439,53.1061516,-27.8698864,1,0.006123,25634600000.0,1.331,1.14709,1.58137,1.69244,0,,
7440,53.0719299,-27.8692493,1,0.01805,10778700000.0,0.6654,2.34685,4.02221,6.22279,0,,
7451,53.0804443,-27.8703327,1,0.001134,1066500000.0,0.8275,0.0546839,0.116196,0.161133,0,,
7457,53.0673103,-27.8700829,1,0.02961,13139500000.0,0.5794,0.919372,3.90592,10.1978,0,,
7466,53.07967,-27.8701191,1,0.0007778,12701400000.0,2.5233,0.141055,0.297659,0.252686,0,,
7471,53.1041183,-27.869051,1,0.01409,34195900000.0,1.2039,0.870981,1.97343,4.07377,0,,
7484,53.1070633,-27.8697872,1,0.002116,2711880000.0,0.973,0.0816152,0.157958,0.205974,0,,
7487,53.1073608,-27.8692875,1,0.0006824,103745000000.0,3.6455,1.07999,1.82212,1.3688,0,,
7504,53.0803261,-27.8693829,1,0.002874,403037000000.0,3.6009,0.119835,0.59942,1.72588,0,,
7507,53.1110573,-27.869133,1,0.002234,15528200000.0,1.5898,0.512663,0.95585,1.43055,0,,
7521,53.1120453,-27.8687458,1,0.001488,592255000.0,0.5621,0.362423,0.701332,0.976154,0,,
7528,53.1095619,-27.8692093,1,0.006929,1834850000000.0,4.1185,0.362736,0.476133,0.344743,0,,
7532,53.0925827,-27.8687057,1,0.02878,244183000000.0,2.088,0.932664,1.96872,3.63154,0,,
7533,53.073616,-27.8692493,1,0.008963,259009000000.0,2.8345,0.494167,0.825868,0.919328,0,,
7570,53.0685806,-27.8692036,1,0.0032,12236000000.0,1.3111,0.071994,0.141634,0.0819852,0,,
7577,53.1147537,-27.8685474,1,0.006019,708141000000.0,3.4955,0.502126,0.713154,0.768375,0,,
7588,53.0753632,-27.8681412,1,0.01721,122886000000.0,1.6473,0.596214,1.52358,3.26552,0,,
7597,53.0660629,-27.8681755,1,0.002087,3026200000.0,1.0102,0.586618,1.10787,1.6001,0,,
7605,53.0725288,-27.8692055,1,0.005633,79787000000.0,2.468,0.147494,0.188052,0.445577,0,,
7612,53.1108131,-27.8683243,1,1.404e-05,392567000.0,2.7432,0.887624,1.25142,1.21297,0,,
7615,53.1047707,-27.8685722,1,0.005679,1800120000.0,0.5165,0.0460833,0.112761,0.23198,0,,
7616,53.113018,-27.8684616,1,0.002724,68655500000.0,2.7581,0.305606,0.648998,0.431239,0,,
7623,53.0574188,-27.8674297,1,0.01033,64092800000.0,1.5097,1.76492,3.28589,4.51019,0,,
7631,53.1253014,-27.8612843,1,0.001758,628133000.0,0.5327,5.55081,33.6246,109.373,0,,
7638,53.1088409,-27.8685722,1,0.003097,808510000000.0,4.0902,0.164392,0.298935,0.659241,0,,
7643,53.1068802,-27.8688831,1,0.002568,3199260000.0,0.9607,0.0459272,0.0950883,0.15403,0,,
7644,53.1167755,-27.8655453,1,0.0885,29172200000.0,0.5167,0.816868,5.30058,32.9012,0,,
7649,53.1101532,-27.8685207,1,0.002338,16625600000.0,1.6316,0.148457,0.183699,0.216858,0,,
7659,53.1016922,-27.8650265,1,0.08393,51414800000.0,0.6641,4.55271,10.0555,20.6404,0,,
7663,53.0852394,-27.8680305,1,0.0005302,3995450000.0,1.9723,0.403714,0.657919,0.811164,0,,
7676,53.068203,-27.8669968,1,0.09605,723808000000.0,1.9004,2.44039,3.94419,6.714,0,,
7685,53.1012001,-27.867979,1,0.0007805,1131740000.0,1.0064,0.144968,0.284918,0.299127,0,,
7690,53.1068611,-27.8679333,1,0.005506,14281800000.0,1.2103,0.33048,0.470164,0.617759,0,,
7706,53.0825539,-27.866724,1,0.01462,1476890000000.0,3.3967,0.69605,2.23045,4.46601,0,,
7718,53.1136475,-27.8677826,1,0.004443,93630200000.0,2.6624,0.141724,0.365108,1.86625,0,,
7719,53.1141548,-27.8677425,1,0.008617,30001600000.0,1.2884,0.208387,0.304828,0.327397,0,,
7726,53.0721474,-27.8677864,1,0.0002137,1888800000.0,2.1378,0.155794,0.197155,0.171829,0,,
7732,53.0827751,-27.8661346,1,0.01099,1794960000000.0,3.6829,0.628016,2.42285,6.10356,0,,
7733,53.1060829,-27.8651695,1,0.1846,113084000000.0,0.6609,5.68744,15.9505,42.7532,0,,
7735,53.0766678,-27.8679409,1,0.001101,344320000000.0,4.7217,0.14033,0.209229,0.0441067,0,,
7742,53.080101,-27.8671227,1,0.002151,249900000.0,0.3587,0.467703,1.05581,1.75959,0,,
7748,53.0735359,-27.8672009,1,0.004166,2920340000.0,0.7101,0.302947,0.708391,1.17058,0,,
7749,53.0985909,-27.8680439,1,0.003806,653714000.0,0.4106,0.0657683,0.120304,0.107517,0,,
7752,53.0972252,-27.8657665,1,0.02862,3245150000000.0,3.6142,4.03638,5.74498,9.64277,0,,
7760,53.1061554,-27.8674488,1,0.006729,15862100000.0,1.1825,0.589904,0.731007,0.651427,0,,
7763,53.0617409,-27.8659534,1,0.007141,9723960000.0,0.9691,0.936229,1.56021,2.10383,0,,
7814,53.0812607,-27.8665581,1,0.007387,837594000000.0,3.4589,0.710068,1.16344,2.12683,0,,
7817,53.0761909,-27.8663597,1,0.001874,306075000000.0,3.7903,1.23915,2.0221,2.1064,0,,
7829,53.0671463,-27.8666973,1,0.01041,8301540000.0,0.757,0.343256,0.733211,1.29558,0,,
7830,53.1197319,-27.8668537,1,0.00278,4439040000.0,1.0434,0.0988052,0.197962,0.258983,0,,
7849,53.1221619,-27.8653831,1,0.01415,4664250000.0,0.5199,3.20464,4.32368,5.4689,0,,0.0
7856,53.0968399,-27.8660679,1,0.008987,1019010000000.0,3.4835,1.26293,1.88552,2.48781,0,,
7859,53.0832748,-27.8669071,1,0.004351,71051200000.0,2.5272,0.042499,0.112575,0.16477,0,,
7881,53.1155434,-27.8661137,1,0.004984,2515340000.0,0.6176,0.249862,0.435011,0.582286,0,,
7894,53.1031151,-27.8652134,1,0.1021,712429000000.0,1.832,0.359875,1.32229,5.62829,0,,
7911,53.1176605,-27.8664856,1,0.01103,3449450000000.0,4.73,0.0951384,0.386304,0.360075,0,,
7925,53.089344,-27.8644123,1,0.0828,77871100000.0,0.8241,3.94931,7.0326,11.5896,0,,
7934,53.062336,-27.8649216,1,0.01907,401874000000.0,2.6565,0.33524,0.614524,1.81945,0,,
7938,53.0787888,-27.8656673,1,0.0002833,214777000.0,0.7504,0.368121,0.712624,1.08088,0,,
7952,53.1215515,-27.8647766,1,0.03608,10980900000.0,0.5138,1.10287,1.99262,3.45038,0,,
7959,53.0821991,-27.8660374,1,0.01456,463227000000.0,2.8887,0.0809417,0.135874,0.284485,0,,
7960,53.0750732,-27.8657265,1,0.004564,39273800000.0,2.1005,0.252055,0.416654,0.556835,0,,
7964,53.0760384,-27.8653793,1,0.003314,2708510000.0,0.7429,0.824474,1.42321,2.19568,0,,
7977,53.1162109,-27.8651066,1,0.0008087,358861000.0,0.5824,0.214193,0.508785,0.997876,0,,
7986,53.0943909,-27.865694,1,0.0003256,1910730000.0,1.4611,0.13525,0.253147,0.262916,0,,
7999,53.0613403,-27.8654556,1,0.005626,8157840000.0,1.0099,0.144063,0.268544,0.368234,0,,
8000,53.1267624,-27.861227,1,0.04378,34912700000.0,0.75,2.12933,5.72302,14.1742,0,,
8001,53.0861969,-27.8644791,1,0.005545,9146800000.0,1.0545,0.126231,0.885377,3.20054,0,,
8006,53.1161575,-27.8612156,1,0.01906,6282730000.0,0.5265,4.02614,23.6774,75.4865,0,,
8008,53.0778961,-27.8636971,1,0.04544,10772000000.0,0.459,1.87852,5.50063,15.2129,0,,
8011,53.0793228,-27.8621998,1,0.01778,1065200000.0,0.287,3.3291,8.41804,15.8929,0,,
8034,53.0946579,-27.8651047,1,0.001949,623675000000.0,4.8614,0.438591,0.686098,0.70305,0,,
8037,53.0659103,-27.8649826,1,0.002602,18349400000.0,1.7473,0.47821,0.716495,0.700472,0,,
8046,53.1073265,-27.8621559,1,0.01754,8351400000.0,0.5958,2.50964,5.78242,11.188,0,,
8053,53.0885887,-27.8641396,1,0.01005,6324530000.0,0.68,0.746931,1.2845,1.74713,0,,
8056,53.1230087,-27.8652382,1,0.002793,1369580000.0,0.6069,0.0291166,0.0659077,0.136315,0,,
8064,53.0850868,-27.8649349,1,0.0008136,142685000000.0,3.7315,0.244488,0.536266,0.418241,0,,
8073,53.1133461,-27.8639755,1,0.008369,7005690000.0,0.7738,1.11606,1.59999,1.92639,0,,
8088,53.0616417,-27.8647575,1,0.01322,90754500000.0,1.5845,0.188715,0.282011,0.353328,0,,
8098,53.1238708,-27.8631039,1,0.006978,26682200000.0,1.3238,1.65347,3.20234,5.25004,0,,
8099,53.0603943,-27.8639488,1,0.006644,2843890000.0,0.6078,0.802718,1.17379,1.51388,0,,
8104,53.1084518,-27.8632507,1,0.01189,34648400000.0,1.2466,1.52817,3.00809,5.04116,0,,
8116,53.0855942,-27.864212,1,0.0142,1493930000000.0,3.4193,0.32758,0.611979,0.952927,0,,
8132,53.0665932,-27.863905,1,0.005236,29524800000.0,1.4406,0.376407,0.670002,0.71428,0,,
8133,53.1190834,-27.8640022,1,0.002969,8651900000.0,1.2433,0.334213,0.651177,1.08376,0,,
8154,53.0641212,-27.8634701,1,0.008344,195801000000.0,2.7133,0.857474,1.20148,0.967251,0,,
8174,53.0861282,-27.8633366,1,0.06987,548999000000.0,2.0059,0.586037,1.21683,3.0116,0,,
8181,53.0621719,-27.8639908,1,0.006004,10258900000.0,1.0586,0.24426,0.362706,0.291866,0,,
8189,53.0853462,-27.862196,1,0.02215,13568900000.0,0.6856,2.20539,4.70988,8.29652,0,,
8190,53.1217842,-27.8625832,1,0.05357,66738500000.0,0.924,1.29978,3.05607,7.03166,0,,
8192,53.0672531,-27.8629303,1,0.01234,88130600000.0,1.7109,0.519387,1.16729,2.1157,0,,
8204,53.0814247,-27.8636398,1,0.004511,68445300000.0,2.4994,0.0727627,0.168692,0.291607,0,,
8220,53.1066551,-27.8631611,1,0.001349,661497000.0,0.6098,0.149313,0.281466,0.424682,0,,
8228,53.0645561,-27.8634281,1,0.01488,9364080000.0,0.6765,0.0806825,0.154257,0.233521,0,,
8232,53.1007004,-27.8623314,1,0.001572,10999200000.0,1.8563,0.722656,1.1369,1.52715,0,,
8240,53.1161232,-27.8623276,1,0.002083,18182700000.0,2.1144,0.407976,0.731326,1.1532,0,,
8245,53.058197,-27.8625793,1,0.0136,54525100000.0,1.3198,0.0794139,0.515008,2.58148,0,,
8254,53.1135979,-27.8632164,1,0.01058,46377500000.0,1.3411,0.147163,0.199919,0.16252,0,,
8265,53.1284332,-27.8627815,1,0.004805,23647700000.0,1.3795,0.366324,0.482625,0.501625,0,,
8267,53.0648613,-27.8621883,1,0.007526,2995500000.0,0.5559,0.341213,0.586963,0.855757,0,,
8274,53.134594,-27.8614521,1,0.008593,3420190000.0,0.5556,0.477655,1.009,2.17057,0,,
8275,53.0817108,-27.8628216,1,0.00474,4059910000.0,0.7843,0.165522,0.292218,0.330234,0,,
8289,53.0995407,-27.8625412,1,0.001428,568374000.0,0.5605,0.213564,0.370096,0.465898,0,,
8294,53.0711212,-27.8624763,1,0.0009686,24316400.0,0.198,0.0952379,0.160768,0.490355,0,,
8299,53.0974274,-27.8617363,1,0.008401,8513370000.0,0.8789,1.17153,2.27707,4.14334,0,,
8310,53.1018677,-27.862257,1,0.001962,752926000.0,0.5544,0.0383675,0.104712,0.484992,0,,
8320,53.0798645,-27.8611755,1,0.001184,649751000.0,0.6406,0.897155,1.78312,2.66967,0,,
8334,53.0760841,-27.8620777,1,0.002391,26377700000.0,2.3201,0.261732,0.361612,0.424482,0,,
8341,53.1191978,-27.8611507,1,0.04698,640576000000.0,2.4531,1.05838,2.07933,4.35966,0,,
8356,53.1309853,-27.860384,1,0.02752,135439000000.0,1.3754,2.12546,4.20394,6.91845,0,,
8357,53.1036453,-27.8610573,1,0.006929,49272300000.0,1.6334,0.548208,2.72259,6.76799,0,,
8366,53.0608063,-27.8618126,1,0.005359,228801000000.0,3.1037,0.531169,0.753409,0.549174,0,,
8368,53.0751114,-27.8622246,1,0.003458,7078520000.0,1.1202,0.218415,0.301475,0.269152,0,,
8377,53.1281242,-27.8613205,1,0.001413,1126810000.0,0.7567,0.358172,0.75558,1.09742,0,,
8378,53.1135445,-27.8619404,1,0.0001014,11162100.0,0.3484,0.0974966,0.155363,0.17697,0,,
8379,53.0701485,-27.8610802,1,0.153,1068410000000.0,1.7848,0.301768,1.60486,8.78783,0,,
8385,53.1023979,-27.8614807,1,0.004214,252461000.0,0.3555,0.17208,0.312892,0.37588,0,,
8387,53.1165581,-27.8606529,1,0.04098,304994000000.0,1.9552,1.09718,3.03311,15.681,0,,
8389,53.1208267,-27.8617401,1,0.0009509,28405300000.0,2.853,0.233607,0.422841,0.456647,0,,
8392,53.1348801,-27.8607006,1,0.01179,22797000000.0,1.1046,0.432215,0.706234,0.923914,0,,
8401,53.1170807,-27.860424,1,0.004524,30678000000.0,1.5714,0.436384,0.63205,0.723487,0,,
8406,53.0675278,-27.8618507,1,4.839e-05,13563500.0,0.4877,0.066371,0.133538,0.167282,0,,
8408,53.0705948,-27.861927,1,0.006737,254210000000.0,2.9716,0.0876463,0.149294,0.258578,0,,
8432,53.1012344,-27.8612022,1,0.001771,10392800000.0,1.4631,0.258706,0.403888,0.489012,0,,
8439,53.0839272,-27.8603992,1,0.1094,1063530000000.0,2.2323,0.577243,1.45201,4.54055,0,,
8449,53.0773087,-27.8595657,1,0.3049,2269220000000.0,1.9513,0.845718,4.33533,21.1259,0,,
8458,53.0839691,-27.860918,1,0.0004945,51682900.0,0.3391,0.0265729,0.123994,0.30544,0,,
8470,53.10392,-27.8604202,1,0.008537,60856400000.0,1.8946,0.47117,0.902732,1.75357,0,,
8480,53.0832825,-27.8604412,1,0.01517,134081000000.0,2.1309,0.837153,1.37009,1.70516,0,,
8481,53.1028328,-27.8609848,1,0.008826,108889000000.0,2.3979,0.108356,0.173806,0.282061,0,,
8491,53.0779381,-27.8581715,1,0.1717,97093900000.0,0.636,2.02241,9.96907,46.1603,0,,
8492,53.0571518,-27.8608055,1,0.0003909,2791180000.0,1.6413,0.110239,0.180975,0.166991,0,,
8494,53.1255035,-27.8587856,1,0.02962,8302380000.0,0.4875,2.25458,6.15501,14.1903,0,,
8501,53.1021347,-27.8608589,1,0.007399,1959310000000.0,4.1136,0.142723,0.427296,0.252844,0,,
8514,53.1236038,-27.8604546,1,0.006133,80717000000.0,2.4244,0.241949,0.454073,0.537958,0,,
