,RAJ2000,DEJ2000,Use,F24,LIR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN
11773,34.2970543,-5.1956096,1,0.0009124,149020000000.0,3.6938,0.284568,0.281519,0.165374,0,,
11778,34.3337936,-5.1948185,1,0.01158,235868000000.0,2.6364,0.440955,1.42768,3.5149,0,,
11781,34.3118935,-5.1954675,1,0.002875,368950000.0,0.3689,0.170973,0.326916,0.493775,0,,
11784,34.4078712,-5.1942434,1,0.02554,2967200000.0,0.3562,2.42111,4.88754,8.93738,0,,
11787,34.3558197,-5.1930127,1,0.1502,82426100000.0,0.6345,2.17233,7.31994,26.566,0,,
11789,34.316185,-5.1949091,1,0.07251,516891000000.0,1.8951,1.54706,2.322,3.31566,0,,
11790,34.3141251,-5.1957417,1,0.008494,2217460000000.0,4.0803,0.236953,0.352884,0.39415,0,,
11793,34.3102875,-5.1951642,1,0.01365,1668780000.0,0.3654,0.157635,0.355645,0.438635,0,,
11819,34.3474922,-5.1953034,1,0.08702,143545000000.0,1.0497,0.172897,0.318454,0.453702,0,,
11827,34.3796005,-5.1950297,1,0.01368,8380250000.0,0.6712,0.247243,0.489829,0.726367,0,,
11829,34.3011208,-5.1943841,1,0.01054,74328600000.0,1.7463,1.18845,1.7996,2.88009,0,,
11840,34.4053535,-5.1953316,1,0.0103,56820600000.0,1.432,0.118416,0.174251,0.312469,0,,
11844,34.2958107,-5.1938,1,0.01646,117929000000.0,1.6771,0.85771,1.56175,1.95229,0,,
11847,34.3755074,-5.1947398,1,0.003274,128505000000.0,3.002,0.666074,1.04865,1.85758,0,,
11848,34.3787155,-5.1947465,1,0.009226,16810300000.0,1.0837,0.183316,0.3452,0.427648,0,,
11850,34.4119949,-5.1935639,1,0.206,1414180000000.0,1.5737,2.41052,5.89167,16.253,0,,
11857,34.3403282,-5.1945324,1,0.006374,81140100000.0,2.4063,0.510172,1.10253,2.24345,0,,
11868,34.2979088,-5.1940293,1,0.01228,89225200000.0,1.915,0.78728,1.2065,1.49443,0,,
11870,34.3659019,-5.1947188,1,0.001743,43930400000.0,2.7491,0.684471,0.709367,0.843953,0,,
11871,34.3667259,-5.1949482,1,0.002851,79715700000.0,2.7998,0.378258,0.622966,0.336513,0,,
11876,34.3951912,-5.1939588,1,0.01986,200193000000.0,2.2686,1.15882,2.1651,4.153,0,,
11879,34.405262,-5.1944227,1,0.01257,89822400000.0,1.6637,0.55295,0.893343,1.26268,0,,
11881,34.3220787,-5.1949406,1,0.01359,39602300000.0,1.2384,0.150236,0.259832,0.262046,0,,
11883,34.3389854,-5.1927562,1,0.02144,27477600000.0,0.9677,1.98454,5.15113,11.8535,0,,
11885,34.3670044,-5.1929488,1,0.06008,23056000000.0,0.5537,2.29465,6.7335,20.7264,0,,
11887,34.3332253,-5.1933637,1,0.006626,85822100.0,0.1498,0.620595,1.37673,2.16182,0,,
11890,34.3819199,-5.1947751,1,0.00479,2785270000.0,0.6536,0.179695,0.321736,0.389619,0,,
11898,34.3841858,-5.1940045,1,0.008937,55449900000.0,1.5256,0.703068,1.75399,3.69915,0,,
11901,34.3110809,-5.1928949,1,0.08775,92255400000.0,0.8957,1.27203,4.32539,14.5453,0,,
11905,34.3947792,-5.194355,1,0.02822,128926000000.0,1.3605,0.245241,0.387455,0.541491,0,,
11906,34.3140526,-5.1931849,1,0.01741,21086000000.0,0.9554,1.7244,3.00197,4.13847,0,,
11907,34.3086281,-5.1928134,1,0.09425,671866000000.0,1.8969,3.16429,10.1969,21.9925,0,,
11908,34.4137802,-5.1933007,1,0.01339,8894890000.0,0.6951,0.799865,1.22896,1.63246,0,,
11911,34.341629,-5.1943784,1,0.00122,5107650000.0,1.3334,0.298633,0.448292,0.49611,0,,
11912,34.3200417,-5.1938124,1,0.00537,54130700000.0,2.2583,0.411476,0.619458,0.836416,0,,
11919,34.3206215,-5.1947751,1,0.01113,321630000000.0,2.8334,0.529971,0.811036,4.84742,0,,
11925,34.3390045,-5.1939058,1,0.0115,12944500000.0,0.9181,0.18974,0.423011,0.847834,0,,
11927,34.3771896,-5.1939149,1,0.01098,635100000000.0,3.1649,1.32974,1.44466,1.47265,0,,
11928,34.3219872,-5.1938772,1,0.01623,1374120000000.0,3.3065,0.358228,0.636432,1.11937,0,,
11932,34.3185654,-5.1939692,1,0.01006,71832400000.0,1.6422,0.41771,1.06521,2.74413,0,,
11934,34.3280678,-5.1942019,1,0.02212,6732160000.0,0.5066,0.198253,0.432201,0.606874,0,,
11936,34.3177605,-5.1936746,1,0.00611,22343200000.0,1.2983,0.373963,0.788104,1.28642,0,,
11939,34.3168144,-5.1941576,1,0.01371,711657000000.0,3.1277,0.205479,0.321534,0.486953,0,,
11940,34.3152542,-5.1940112,1,0.02776,285763000000.0,2.2845,0.404447,0.564202,1.01912,0,,
11944,34.3298264,-5.1936593,1,0.04769,59413100000.0,0.9564,0.37734,0.919902,1.67946,0,,
11945,34.3504677,-5.1934471,1,0.005448,26812200000.0,1.3777,1.13863,1.93336,3.11636,0,,
11950,34.3548737,-5.1932883,1,0.009299,45764800000.0,1.379,0.66277,0.99357,1.40514,0,,
11957,34.3630066,-5.1938004,1,0.008888,862240000000.0,3.387,0.42357,0.484357,0.564949,0,,
11958,34.3768501,-5.1942244,1,0.009408,46301300000.0,1.3866,0.201511,0.270324,0.225913,0,,
11961,34.3558655,-5.1935382,1,0.01188,27134200000.0,1.1654,0.833972,2.01234,5.37192,0,,
11966,34.3554115,-5.1944141,1,0.02374,731497000000.0,2.8715,0.195877,0.248155,0.298483,0,,
11968,34.3787231,-5.1942029,1,0.01193,1813700000000.0,3.6439,0.183604,0.315611,0.421185,0,,
11971,34.3502426,-5.1932039,1,0.02986,156792000000.0,1.4037,1.62694,2.42112,3.18209,0,,
11974,34.317543,-5.1933041,1,0.005139,41073700000.0,2.0204,1.04493,1.32038,1.49498,0,,
11976,34.3783569,-5.1940575,1,0.00457,784938000.0,0.4101,0.0675256,0.124322,0.191386,0,,
11984,34.3297157,-5.1929359,1,0.009555,3943960000.0,0.566,0.405253,0.712443,0.892765,0,,
11987,34.3394012,-5.1938539,1,0.02549,179757000000.0,1.7461,0.181122,0.290616,0.351485,0,,
12004,34.4118118,-5.1930733,1,0.0002084,99226400.0,0.5982,1.26488,2.93373,6.28179,0,,
12005,34.4032898,-5.1936479,1,0.00109,119026000000.0,3.4469,0.316717,0.435498,0.491441,0,,
12008,34.3130608,-5.1934695,1,0.01795,16324800000.0,0.8115,0.361536,0.450279,0.560164,0,,
12009,34.3817329,-5.193881,1,0.005427,41472100000.0,1.9821,0.115846,0.201624,0.425567,0,,
12011,34.3775597,-5.1936712,1,0.004044,242276000.0,0.2785,0.122238,0.218408,0.248999,0,,
12017,34.3799515,-5.1931586,1,0.006512,68542400000.0,2.2859,0.378727,0.564844,0.545176,0,,
12018,34.3686028,-5.1934819,1,0.0057,5183930000.0,0.8115,0.258158,0.456821,0.630122,0,,
12029,34.3361015,-5.1934509,1,0.008194,827745000000.0,3.3904,0.154597,0.329657,0.349086,0,,
12041,34.3081207,-5.1928964,1,0.03034,220447000000.0,1.9198,0.529622,1.53855,3.97999,0,,
12042,34.2975197,-5.1934662,1,0.004408,31345400000.0,1.6358,0.386101,0.575562,0.392262,0,,
12048,34.3924332,-5.1933789,1,0.0003091,7185460.0,0.1901,0.161426,0.202998,0.267164,0,,
12054,34.4132042,-5.193296,1,0.001289,1561160000.0,0.9461,0.107265,0.157753,0.295425,0,,
12057,34.3190918,-5.1935315,1,0.007166,64235600000.0,2.1448,0.135081,0.189967,0.265407,0,,
12062,34.3142204,-5.1929097,1,0.008511,15957900000.0,1.0961,1.08109,1.48564,1.86377,0,,
12067,34.38097,-5.1935406,1,0.003139,34629700000.0,2.3333,0.152806,0.18166,0.0541487,0,,
12074,34.357708,-5.1934624,1,0.03245,27794100000.0,0.7831,0.0613645,0.123787,0.166586,0,,
12091,34.3644562,-5.1869221,1,0.3933,13191200000.0,0.2205,11.6096,69.5472,332.228,0,,
12092,34.3793144,-5.1929307,1,0.00511,152646000000.0,2.848,0.35818,0.470738,0.499555,0,,
12094,34.3102608,-5.1930308,1,0.0006122,5650920000.0,2.1817,0.139729,0.243255,0.273189,0,,
12100,34.3721161,-5.1929355,1,0.01445,115492000000.0,2.0222,0.129562,0.178381,0.0824746,0,,
12330,34.3860245,-5.1870465,1,0.01353,8514520000.0,0.6827,2.36615,5.56395,10.5807,0,,
12340,34.2977295,-5.1851177,1,2.784,323441000000.0,0.3677,25.2162,77.8519,267.009,0,0.0,
12496,34.2491264,-5.1830015,1,0.01332,6531610000.0,0.6032,7.73454,50.9638,185.057,0,0.0,
12507,34.3656807,-5.1863008,1,0.309,110406000000.0,0.5375,2.4745,11.424,33.347,0,,
12525,34.3074265,-5.1863766,1,0.09161,25678000000.0,0.4916,2.73058,9.27595,32.3729,0,,
12546,34.2496147,-5.1840477,1,0.01651,8577990000.0,0.6256,6.05854,34.596,121.996,0,,
12560,34.229023,-5.1865377,1,0.01157,1806130000.0,0.3953,3.55772,5.91603,9.90034,0,,
12561,34.3994522,-5.1851678,1,0.09949,75425800000.0,0.7416,1.32463,4.11226,19.5539,0,,
12562,34.3807297,-5.1868076,1,0.01658,9640880000.0,0.6545,0.876677,1.92082,3.11436,0,,
12566,34.3373146,-5.1856799,1,0.009945,5623760000.0,0.6177,1.7361,9.63348,33.5838,0,,
12568,34.3020401,-5.1862688,1,0.01023,2749900000.0,0.4836,2.11297,5.28569,12.4406,0,,
12585,34.2497215,-5.1822643,1,0.008255,4047930000.0,0.6058,3.95232,31.6704,132.12,0,,
12591,34.3178482,-5.1870518,1,0.07341,677612000000.0,2.1792,0.86593,2.8712,8.76042,0,,
12621,34.3876648,-5.1870856,1,0.01193,84131000000.0,1.7562,0.201951,0.673372,2.02557,0,,
12629,34.348877,-5.1861639,1,0.003057,893473000.0,0.5014,1.63295,3.2027,5.30058,0,,
12640,34.2690277,-5.1857328,1,0.02721,15386900000.0,0.6457,3.17516,7.69391,17.0864,0,,
12654,34.3933296,-5.1825724,1,0.009949,2457010000.0,0.4697,4.09962,24.4547,82.1675,0,,
12655,34.3283997,-5.1869836,1,0.003923,49939200000.0,2.4059,0.555023,0.754621,0.54343,0,,
12666,34.3943443,-5.1862206,1,0.01635,59789100000.0,1.3005,2.05298,5.04424,9.89921,0,,
12668,34.3948288,-5.1864138,1,0.0561,2040260000000.0,2.9695,1.2288,4.22053,8.56236,0,,
12679,34.3845558,-5.1865258,1,0.005245,161613000000.0,2.857,0.446085,0.652081,0.527247,0,,
12681,34.2934303,-5.1863284,1,0.05464,79229400000.0,1.0141,0.988364,1.63379,2.3119,0,,
12696,34.2229462,-5.1868582,1,0.006252,3341060000.0,0.6305,0.158758,0.313982,0.47703,0,,
12706,34.3845139,-5.1858935,1,0.00455,39717400000.0,2.1197,1.49321,2.24197,2.92698,0,,
12707,34.3824768,-5.1857653,1,0.0212,2462980000.0,0.3555,1.92229,3.80756,5.85917,0,,
12708,34.3815041,-5.1861072,1,0.04408,53387200000.0,0.9546,0.983706,2.43012,5.60992,0,,
12709,34.3382416,-5.1840854,1,0.02755,229948000000.0,2.0642,1.57825,10.0941,33.4684,0,,
12710,34.253643,-5.1859503,1,0.03105,507042000000.0,2.5301,1.4823,3.43741,8.05118,0,,
12722,34.3907242,-5.1858191,1,0.02363,152350000000.0,1.5293,1.14469,2.8497,5.98632,0,,
12730,34.3895073,-5.1869063,1,0.004038,32273900000.0,2.0233,0.232012,0.29,0.235619,0,,
12733,34.2528725,-5.1860261,1,0.006898,843316000.0,0.3645,0.962335,1.65874,2.59325,0,,
12735,34.2460594,-5.1856403,1,0.00317,22454100000.0,1.7441,2.23232,3.98591,6.35891,0,,
12737,34.2426605,-5.1861382,1,0.03724,214658000000.0,1.4595,0.89225,2.26446,4.55703,0,,
12739,34.2938232,-5.1857805,1,0.04692,414706000000.0,2.1396,1.14408,4.06647,11.308,0,,
12742,34.4030762,-5.1843548,1,0.3815,46640400000.0,0.4063,3.8011,14.4511,55.8784,0,,
12743,34.3904114,-5.1869421,1,0.0005224,9168960000.0,2.5685,0.306038,0.444829,0.440247,0,,
12746,34.2181129,-5.1857538,1,0.0166,115510000000.0,1.8168,1.06414,1.86096,2.16957,0,,
12748,34.2495651,-5.1870346,1,0.002472,33705900000.0,2.4438,0.0968798,0.122318,0.631821,0,,
12750,34.384285,-5.1870513,1,0.00333,54378400000.0,2.5392,0.066948,0.139546,0.120814,0,,
12751,34.2286682,-5.1862416,1,0.003561,17525400000.0,1.3821,1.22785,2.151,3.41526,0,,
12752,34.3842659,-5.1867037,1,0.002892,27126100000.0,2.1927,0.158783,0.246909,0.24059,0,,
12753,34.2828751,-5.1863952,1,0.008933,1932400000.0,0.4465,0.270044,0.507703,0.704742,0,,
12756,34.2449837,-5.1846375,1,0.1735,69056600000.0,0.5593,2.50095,7.52668,27.0759,0,,
12757,34.2600174,-5.185257,1,0.04704,518949000000.0,2.3319,1.35498,2.71571,5.9348,0,,
12759,34.2303162,-5.1862168,1,0.001866,13338000000.0,1.6922,0.603007,0.882654,1.34681,0,,
12761,34.4070358,-5.1860733,1,0.007784,54223100000.0,1.7874,0.96053,1.49447,1.65408,0,,
12762,34.4110031,-5.1857867,1,0.04047,483938000000.0,2.3711,1.40874,2.4768,3.30556,0,,
12763,34.2667007,-5.1858816,1,0.001766,1987830000.0,0.9198,0.259037,1.34618,4.36097,0,,
12765,34.2429047,-5.1840544,1,0.02663,15058900000.0,0.6489,2.01758,9.99619,31.9736,0,,
12767,34.2839622,-5.1865559,1,0.005744,33707700000.0,1.4708,0.139889,0.240255,0.326466,0,,
12768,34.2149315,-5.1842608,1,0.1494,876729000000.0,1.469,0.955385,6.21415,39.0323,0,,
12771,34.2677956,-5.1860209,1,0.04655,332454000000.0,1.7137,0.54949,0.95092,1.34395,0,,
12772,34.259304,-5.1857958,1,0.0072188,21036100000.0,1.2457,0.322853,0.613326,0.949976,0,,
12773,34.3083572,-5.1868415,1,0.01819,200674000000.0,2.3311,0.0885983,0.144134,0.196467,0,,
12774,34.322216,-5.1865916,1,0.003839,8301520000.0,1.1477,0.124865,0.24222,0.349309,0,,
12779,34.3584557,-5.1851773,1,0.04027,45328300000.0,0.9177,2.29186,4.37821,6.66749,0,,
12781,34.3956375,-5.1846495,1,0.1794,656034000000.0,1.3008,2.14406,8.88659,28.0106,0,,
12782,34.3735886,-5.1849957,1,0.0483,460692000000.0,2.2082,1.67014,4.18477,8.48328,0,,
12784,34.4056664,-5.1868315,1,0.0002507,48700100000.0,3.8222,0.234738,0.367911,0.43744,0,,
12788,34.3512802,-5.1868868,1,0.00847,59730900000.0,1.7592,0.158783,0.242818,0.669135,0,,
12790,34.2853928,-5.1859131,1,0.03363,326934000000.0,2.2262,0.0938404,0.587725,2.24647,0,,
12793,34.2535172,-5.1864352,1,0.06451,1014690000000.0,2.5172,0.0955335,0.255901,0.495514,0,,
12794,34.4126396,-5.1859136,1,0.004781,474821000.0,0.3365,0.8263,1.08623,0.851538,0,,
12795,34.3805237,-5.1864567,1,0.02251,1429600000.0,0.2864,0.0728084,0.163897,0.232036,0,,
12799,34.3847466,-5.1853075,1,0.008048,169601000000.0,2.6551,0.779739,1.70489,2.74126,0,,
12808,34.3382416,-5.1854577,1,0.00303,545677000.0,0.4174,0.264937,0.427884,0.611692,0,,
12810,34.2295799,-5.1858797,1,0.007759,501814000000.0,3.2081,0.185735,0.160973,1.08789,0,,
12811,34.2867508,-5.1842852,1,0.009372,21405900000.0,1.1697,0.492029,3.09483,18.0044,0,,
12813,34.3881454,-5.1862702,1,0.01033,52594900000.0,1.3966,0.0987467,0.150158,0.235471,0,,
12818,34.307663,-5.1850524,1,0.007934,55361500000.0,1.8297,1.16579,6.04848,16.7978,0,,
12819,34.2416573,-5.1860995,1,0.00628,5711420000.0,0.8115,0.103863,0.202136,0.372151,0,,
12825,34.3896179,-5.1852422,1,0.006869,4101890000.0,0.6655,0.664386,1.24824,1.79689,0,,
12826,34.3748703,-5.1865034,1,0.01243,88509200000.0,1.7232,0.14894,0.213848,0.215253,0,,
12828,34.3818283,-5.1864853,1,0.01322,3553640000.0,0.4836,0.0872284,0.147268,0.193515,0,,
12829,34.2834969,-5.1853404,1,0.004773,3712850000.0,0.7464,0.353094,0.975845,2.29339,0,,
12831,34.3662834,-5.1842804,1,0.1228,26564300000.0,0.4477,4.45686,10.4334,27.6529,0,,
12833,34.2541542,-5.186285,1,0.01756,1074190000000.0,3.1943,0.163035,0.181867,0.576183,0,,
12835,34.3335304,-5.1853757,1,0.01399,105425000000.0,1.9726,1.45652,2.26861,2.77704,0,,
12838,34.2900734,-5.1861959,1,0.01291,138791000000.0,2.3044,0.188159,0.248568,0.297909,0,,
12841,34.392334,-5.1859641,1,0.01478,322669000000.0,2.681,0.181323,0.406088,0.541691,0,,
12842,34.401413,-5.1836176,1,0.009705,2836490000.0,0.4657,2.14961,12.7694,45.6215,0,,
12844,34.3497238,-5.184885,1,0.01243,78714800000.0,1.514,0.882105,2.36804,6.64702,0,,
12847,34.3385086,-5.1862254,1,0.003407,1568710000.0,0.5916,0.106291,0.183394,0.185316,0,,
12848,34.3735046,-5.1862226,1,0.0004623,3632490000.0,2.0165,0.313789,0.366193,0.593506,0,,
12850,34.41119,-5.1846724,1,0.1059,122413000000.0,0.9281,1.46723,3.96528,10.8079,0,,
12851,34.285099,-5.1857762,1,0.008499,47924200000.0,1.4393,0.0904362,0.312904,1.0576,0,,
12852,34.4058952,-5.1857581,1,0.007463,80232400000.0,2.3181,0.273953,0.446125,0.383803,0,,
12857,34.3250313,-5.1855068,1,0.002346,19002000000.0,2.0366,0.461356,1.44298,2.61396,0,,
12860,34.3587799,-5.1828198,1,0.3418,2611970000000.0,1.986,2.16873,8.97856,34.5222,0,,
12864,34.2224045,-5.1858368,1,0.01005,1409370000000.0,3.5998,0.174927,0.276011,0.363942,0,,
12867,34.3477859,-5.1848717,1,0.002901,5772640000.0,1.1085,1.39598,1.86736,2.33068,0,,
12871,34.2456055,-5.1851716,1,0.07625,3409290000000.0,3.0539,0.304088,0.791205,2.9559,0,,
12872,34.3811264,-5.1830225,1,0.02056,18355600000.0,0.8054,1.12923,2.75691,5.03357,0,,
12875,34.3376961,-5.1853175,1,0.006967,4160410000.0,0.661,0.39508,1.38924,3.18635,0,,
12878,34.3383102,-5.1848416,1,0.0485,356301000000.0,1.9372,0.519586,0.737041,1.04403,0,,
12883,34.3668404,-5.1857576,1,0.007048,288116000000.0,3.0216,0.255782,0.229749,0.392487,0,,
12885,34.3419342,-5.1857409,1,0.001356,396320000.0,0.4971,0.0354096,0.116857,0.224902,0,,
12886,34.2498207,-5.1856308,1,0.003162,182895000000.0,3.1579,0.0354997,0.400628,0.465916,0,,
12887,34.3579712,-5.183929,1,0.02632,26121100000.0,0.8651,4.22841,7.34576,10.8155,0,,
12888,34.4001579,-5.1848531,1,0.006825,143828000000.0,2.6545,0.884894,1.16792,1.35443,0,,
12890,34.3965378,-5.1841688,1,0.03007,120557000000.0,1.3182,0.769166,3.77191,9.99619,0,,
12893,34.3522911,-5.1857705,1,0.006471,442273000000.0,3.2242,0.169877,0.246071,0.434161,0,,
12896,34.3487167,-5.1858296,1,0.004672,32625000000.0,1.7862,0.346596,0.499004,3.04007,0,,
12900,34.2772141,-5.1843777,1,0.01457,3013180000.0,0.4386,1.29473,1.94419,2.44328,0,,
12902,34.2216339,-5.1855321,1,0.0005444,216682000.0,0.5607,0.0966579,0.185291,0.235928,0,,
12903,34.2592239,-5.1855774,1,0.01468,10290600000.0,0.7104,0.10068,0.256695,0.425034,0,,
12908,34.3007927,-5.184711,1,0.004794,72739200000.0,2.5035,0.664063,1.1922,1.84793,0,,
12910,34.3921585,-5.1853919,1,0.003002,65538100000.0,2.6771,0.176625,0.249282,0.287937,0,,
12912,34.3417473,-5.1846328,1,0.07247,649617000000.0,2.1427,0.970101,2.01537,3.9374,0,,
12914,34.335247,-5.1848378,1,0.02843,30572200000.0,0.9017,0.690611,1.41436,2.25529,0,,
12915,34.2191124,-5.1831145,1,0.001748,247631000.0,0.3823,4.46742,7.15478,9.95604,0,,
12916,34.2532272,-5.1856055,1,0.01344,401479000000.0,2.8512,0.198462,0.342675,0.398707,0,,
12918,34.2522354,-5.1850829,1,0.006569,1820360000000.0,4.2771,0.484829,0.67087,0.387495,0,,
12919,34.304966,-5.184536,1,0.02314,315516000000.0,2.4476,0.955803,1.38481,1.70344,0,,
12920,34.2282753,-5.1849437,1,0.001978,634989000000.0,4.9054,0.439644,0.905499,0.875791,0,,
12921,34.360218,-5.185627,1,0.02734,160440000000.0,1.4616,0.0632987,0.0852649,0.249757,0,,
12923,34.3741684,-5.1844521,1,0.0001411,761031000.0,1.4162,0.534916,0.756949,0.592837,0,,
12929,34.2344322,-5.1846251,1,0.003663,31078500000.0,2.0883,0.549127,0.835653,0.819373,0,,
12930,34.3572731,-5.1842766,1,0.01696,384090000000.0,2.6951,1.0099,1.61153,1.71198,0,,
12931,34.3045845,-5.183898,1,0.01487,8646550000.0,0.6522,1.10166,2.50779,5.16203,0,,
12933,34.3889542,-5.1847405,1,0.004005,23945300000.0,1.4828,0.248946,0.382819,0.635009,0,,
12934,34.3499794,-5.1844296,1,0.06098,399721000000.0,1.5378,1.78909,2.1409,1.85316,0,,
12935,34.2634544,-5.1841545,1,0.01122,79124000000.0,1.7481,0.502776,1.32084,4.11647,0,,
12937,34.3962021,-5.1850257,1,0.01414,29768500000.0,1.139,0.118635,0.312318,0.567952,0,,
12944,34.25597,-5.1844454,1,0.00875,62478400000.0,1.6383,0.715558,1.33086,2.41989,0,,
12947,34.4121399,-5.1843348,1,0.0281,201324000000.0,1.6877,1.00068,1.52121,1.91046,0,,
12948,34.2436981,-5.1841831,1,0.008271,598175000000.0,3.251,0.630452,1.56202,3.46361,0,,
12949,34.224762,-5.183454,1,0.0008174,5939140000.0,1.9249,1.23244,2.02484,2.26841,0,,
12954,34.3911629,-5.1851168,1,0.02461,217517000000.0,2.13,0.243951,0.363862,0.454305,0,,
12956,34.3804398,-5.1830454,1,0.06601,39418500000.0,0.6595,1.81967,9.25286,28.0848,0,,
12960,34.3733063,-5.1848464,1,0.0146,129043000000.0,2.1317,0.384772,1.56475,4.67899,0,,
12962,34.3110237,-5.1848106,1,0.005119,47251000000.0,2.1776,0.260994,0.417819,0.447886,0,,
12964,34.306324,-5.1844044,1,0.0248,232617000000.0,2.192,0.300365,0.46344,0.678161,0,,
12968,34.255085,-5.1842942,1,0.04887,349214000000.0,1.6556,0.64117,1.48506,4.14628,0,,
12970,34.310482,-5.1839085,1,0.09892,943513000000.0,2.2123,1.97077,3.42898,6.33103,0,,
12974,34.3679543,-5.1818914,1,0.1978,111853000000.0,0.643,6.88033,19.4047,55.1708,0,,
12976,34.3388824,-5.1847773,1,0.00107,351806000000.0,5.1379,0.410866,0.504628,0.955175,0,,
12977,34.331871,-5.1849852,1,0.01902,6795840000.0,0.5367,0.0355852,0.102924,0.193315,0,,
12978,34.2628899,-5.1837826,1,0.01933,135988000000.0,1.8677,0.856432,1.10128,1.15046,0,,
12981,34.350769,-5.183866,1,0.001631,11528000000.0,1.8789,1.00931,1.74259,2.47023,0,,
12987,34.3079147,-5.1833916,1,0.0693,60650000000.0,0.7925,1.72136,3.47292,6.83389,0,,
12988,34.3374138,-5.1850438,1,0.009827,21850200000.0,1.157,0.1371,0.279714,0.519467,0,,
12991,34.2547073,-5.1845312,1,0.002725,24803800000.0,2.157,0.168571,0.304617,0.541342,0,,
12992,34.4090614,-5.1821437,1,0.05505,303687000000.0,1.4596,3.41509,10.8758,32.4276,0,,
12994,34.3950005,-5.1846137,1,0.01284,21180300000.0,1.0511,0.144123,0.305754,0.540467,0,,
12996,34.2373123,-5.1836061,1,0.003792,5498500000.0,1.0123,1.18469,2.12153,3.15185,0,,
12997,34.3411522,-5.1828356,1,0.004785,2625890000.0,0.639,0.882588,4.33552,12.0158,0,,
13001,34.3251877,-5.1844263,1,0.003799,496628000000.0,3.55,0.148818,0.398805,1.9803,0,,
13002,34.3316841,-5.1844091,1,0.01533,12225000000.0,0.7575,0.138831,0.281452,0.400867,0,,
13005,34.3115921,-5.1841607,1,0.006179,57035300000.0,2.1777,0.400922,0.923696,1.49221,0,,
13007,34.259655,-5.1822128,1,0.0389,9221610000.0,0.4589,1.99331,6.01871,17.4676,0,,
13009,34.3081398,-5.1827254,1,0.08949,78319900000.0,0.7891,0.804214,3.33852,16.873,0,,
13015,34.3675613,-5.1836944,1,0.008251,67854200000.0,2.0562,0.408002,0.603991,0.922,0,,
13019,34.2266464,-5.1847048,1,0.003275,189431000000.0,3.1683,0.129143,0.137155,0.147694,0,,
13025,34.2464752,-5.1843657,1,0.007016,170870000000.0,2.7399,0.254337,0.325786,1.27017,0,,
13026,34.3353577,-5.1838017,1,0.004249,2470690000.0,0.6537,0.597793,1.04879,1.54319,0,,
13030,34.287796,-5.1844511,1,0.006228,16760400000.0,1.2201,0.150961,0.220844,0.302871,0,,
13031,34.3343239,-5.1842012,1,0.01342,14431200000.0,0.8997,0.177895,0.294743,0.358827,0,,
13032,34.2542686,-5.1833444,1,0.06683,703423000000.0,2.2981,0.198233,1.27713,6.49913,0,,
13035,34.3738098,-5.184515,1,0.008247,58158300000.0,1.7466,0.155888,0.296102,0.266512,0,,
13039,34.3497658,-5.1821523,1,0.1139,836756000000.0,1.9371,1.66351,6.07114,16.5782,0,,
13041,34.3936882,-5.1837802,1,0.02013,144223000000.0,1.6764,0.29887,0.446223,0.500078,0,,
13048,34.265934,-5.1844425,1,0.0143,270640000000.0,2.6056,0.00805707,0.14355,0.00124334,0,,
13049,34.3678665,-5.1843543,1,0.0005123,3612770000.0,1.7566,0.179054,0.228465,0.441859,0,,
13053,34.2915077,-5.182857,1,0.01238,14635000000.0,0.9367,0.422311,0.830494,1.74604,0,,
13058,34.3795395,-5.1823292,1,0.003941,4773110000.0,0.9514,0.325302,0.605309,1.05264,0,,
13070,34.3069382,-5.1828661,1,0.02129,188173000000.0,2.1401,1.74064,2.59753,3.20108,0,,
13071,34.278347,-5.1835341,1,0.006406,45896200000.0,1.6663,0.520563,0.799389,0.993777,0,,
13072,34.3755608,-5.1833272,1,0.001122,1397810000.0,0.9576,0.230455,0.41799,0.690132,0,,
13074,34.3679085,-5.1834292,1,0.056053,915337000000.0,2.5345,1.0588,1.34251,1.37104,0,,
13078,34.3991127,-5.1836672,1,0.002828,485734000.0,0.4108,0.112604,0.252809,0.372888,0,,
13083,34.2961273,-5.1827183,1,0.01672,388680000.0,0.1921,2.07835,3.83084,5.26598,0,,
13084,34.3903008,-5.1836238,1,0.006922,52896600000.0,1.9788,0.304172,0.419417,0.458604,0,,
13093,34.237339,-5.182456,1,0.006,3028100000.0,0.6181,0.246927,1.02111,2.56155,0,,
13094,34.3803787,-5.1826191,1,0.3193,377461000000.0,0.944,0.924121,4.06074,21.4533,0,,
13096,34.4088554,-5.1825652,1,0.07381,350444000000.0,1.3579,1.74183,4.84891,13.0328,0,,
13098,34.2290878,-5.1826606,1,0.0153,17221800000.0,0.9262,0.552961,1.20575,2.41736,0,,
13104,34.2317543,-5.182816,1,0.002035,47753600000.0,2.7122,0.906748,1.28389,1.75257,0,,
13105,34.3679237,-5.1836224,1,0.005102,29940200000.0,1.4613,0.646275,0.871576,1.18426,0,,
13110,34.2766914,-5.1818218,1,0.03212,188491000000.0,1.4667,0.735658,2.48605,11.9765,0,,
13112,34.3478432,-5.183506,1,0.004534,118566000000.0,2.7739,0.684021,0.866896,0.384754,0,,
13121,34.2953033,-5.1832366,1,0.0245,1343320000000.0,3.152,0.252889,0.262003,0.469594,0,,
