,RAJ2000,DEJ2000,Use,F24,LIR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN
630,34.3898544,-5.2987947,1,0.1144,6471050000.0,0.2673,18.6831,115.263,488.478,0,,
890,34.3972206,-5.297718,1,0.2618,19811600000.0,0.3004,6.88781,38.4376,164.561,0,,
1143,34.3106842,-5.2927265,1,1.647,14371000000.0,0.1297,72.9761,274.593,859.518,0,,
1270,34.370388,-5.2982001,1,0.1432,127846000000.0,0.8056,3.51531,8.57554,22.5021,0,,
1271,34.2979164,-5.2987609,1,0.04253,298500000000.0,1.6026,0.563454,2.02936,7.06016,0,,
1287,34.3860016,-5.2939796,1,0.06869,11798100000.0,0.409,5.2927,40.3638,186.333,0,,
1292,34.3395615,-5.2986851,1,0.03095,15619900000.0,0.6143,1.02091,2.92773,7.41943,0,,
1326,34.2974396,-5.2986636,1,0.0416,211805000000.0,1.3917,0.177881,0.768731,2.78852,0,,
1327,34.3028336,-5.2990174,1,0.009847,69103100000.0,1.7685,0.762718,1.18619,1.06088,0,,
1340,34.3687057,-5.2978311,1,0.01763,15429400000.0,0.791,1.13805,3.5156,9.76041,0,,
1342,34.3388824,-5.2984867,1,0.03834,19349600000.0,0.6168,1.1255,1.81644,2.46159,0,,
1345,34.2992935,-5.2988954,1,0.003107,27121300000.0,2.1233,0.229094,0.339288,0.575432,0,,
1346,34.3819504,-5.2988086,1,0.01611,67446100000.0,1.3393,0.321961,0.587141,0.975108,0,,
1349,34.3202248,-5.2980313,1,0.1335,1179950000000.0,2.1334,0.916373,3.61811,15.5896,0,,
1351,34.3956528,-5.2985883,1,0.01089,75777400000.0,1.8232,0.663954,1.13476,1.51544,0,,
1354,34.327774,-5.2970428,1,0.07589,94545200000.0,0.9571,2.69127,6.21601,12.9813,0,,
1363,34.3905411,-5.2967362,1,0.1347,1357800000000.0,2.2602,1.71688,5.71463,19.1068,0,,
1364,34.3089066,-5.2966008,1,0.07113,410006000000.0,1.4559,2.67993,5.61515,11.4823,0,,
1365,34.3638458,-5.2981586,1,0.005082,146857000000.0,2.8173,1.11886,1.79459,2.21748,0,,
1368,34.3963737,-5.297183,1,0.001532,10828300000.0,1.8804,1.04823,1.77311,2.96577,0,,
1394,34.346653,-5.2975245,1,0.02285,163281000000.0,1.6545,0.536829,1.24042,3.25892,0,,
1395,34.3382607,-5.2982254,1,0.01089,396051000000.0,2.9625,0.418139,0.759469,0.746311,0,,
1413,34.2709389,-5.297915,1,0.004071,29020300000.0,1.8968,0.291854,0.37287,0.388432,0,,
1423,34.3698425,-5.2977467,1,0.01063,167201000000.0,2.5211,0.447022,0.750602,0.755732,0,,
1426,34.4015427,-5.2970476,1,0.0366,918831000.0,0.1962,1.37974,2.72694,4.26323,0,,
1427,34.3298721,-5.297966,1,0.002338,25793000000.0,2.3305,0.298124,0.510332,0.534868,0,,
1428,34.3655815,-5.2979684,1,0.006715,1304430000000.0,3.8142,0.342346,0.489259,0.468701,0,,
1434,34.2675705,-5.2975268,1,0.0153,359032000000.0,2.7064,0.469253,1.17506,1.11241,0,,
1441,34.3085823,-5.2971206,1,0.002807,580508000.0,0.4374,0.516762,0.887871,1.45079,0,,
1445,34.3444939,-5.2966642,1,0.119,922162000000.0,1.9885,1.19383,3.27157,9.88977,0,,
1469,34.298336,-5.2928848,1,1.16,208906000000.0,0.4206,7.12947,28.4216,123.985,0,,
1471,34.3906174,-5.2959986,1,0.03877,258545000000.0,1.5568,2.41181,4.05656,6.06827,0,,
1472,34.2974091,-5.2972775,1,0.009449,66930300000.0,1.7421,0.221563,0.279669,0.499116,0,,
1474,34.3590584,-5.2958264,1,0.02812,138392000000.0,1.3873,1.19835,2.63331,5.99631,0,,
1477,34.3644676,-5.2976418,1,0.0115,3172270000000.0,4.2695,0.143644,0.352739,1.97517,0,,
1480,34.3414726,-5.2965274,1,0.001645,542240000.0,0.5225,0.481053,0.916591,1.89244,0,,
1481,34.3751755,-5.2968607,1,0.008974,259326000000.0,2.8211,0.378102,1.34909,2.03265,0,,
1484,34.2972679,-5.2968969,1,0.002156,17463100000.0,2.0401,0.401873,0.508291,0.845235,0,,
1491,34.3192902,-5.2958541,1,0.06496,85838900000.0,0.9837,1.18261,3.33466,8.5722,0,,
1501,34.3043556,-5.2959113,1,0.179,1707330000000.0,2.2134,0.621201,2.29491,9.70399,0,,
1502,34.3750496,-5.2960329,1,0.01414,5836490000.0,0.5694,1.21942,1.85563,2.50396,0,,
1505,34.3003273,-5.2965393,1,0.002961,30480700000.0,2.2712,0.380633,0.660236,0.97929,0,,
1509,34.3629112,-5.2947836,1,0.07389,416651000000.0,1.4479,3.29794,9.91519,26.5356,0,,
1511,34.3896141,-5.2936282,1,0.02101,1982300000.0,0.3309,6.58104,36.3205,115.784,0,,
1512,34.3777657,-5.293602,1,0.2088,86185200000.0,0.5662,10.3058,28.9189,65.8714,0,,
1515,34.2999725,-5.2960687,1,0.01168,7155070000.0,0.6701,0.389815,0.538209,0.500489,0,,
1516,34.2675476,-5.2964425,1,0.003984,30445000000.0,1.9793,0.415982,0.684493,0.900775,0,,
1528,34.3911705,-5.2963958,1,0.009421,299729000000.0,2.8897,0.295506,0.716186,1.31973,0,,
1532,34.3073463,-5.2961421,1,0.01781,96059300000.0,1.4138,0.556214,1.09643,2.35818,0,,
1537,34.3459511,-5.2948122,1,0.08121,59942700000.0,0.7347,0.850652,3.07191,11.1359,0,,
1544,34.3188248,-5.2960176,1,0.02149,65389400000.0,1.2516,0.323813,0.619473,1.15011,0,,
1550,34.3622169,-5.2939939,1,0.2205,329934000000.0,1.0224,1.3884,6.42071,35.8853,0,,
1551,34.302536,-5.294847,1,0.08551,755786000000.0,2.1398,1.49505,3.28251,8.86891,0,,
1556,34.3469658,-5.2951546,1,0.01001,71629400000.0,1.6817,1.42055,2.86493,4.93434,0,,
1557,34.2999001,-5.2963738,1,0.004635,39884800000.0,2.097,0.14785,0.183968,0.403467,0,,
1559,34.2720032,-5.2963262,1,0.005021,732928000000.0,3.6203,0.198737,0.295347,0.175258,0,,
1566,34.3209419,-5.2945218,1,0.09575,680881000000.0,1.6375,2.21602,5.3114,13.1561,0,,
1567,34.3078804,-5.295413,1,0.003753,38633600000.0,2.2736,0.892744,1.3685,2.24713,0,,
1568,34.3430672,-5.2960396,1,0.003926,28093600000.0,1.682,0.245823,0.310286,0.398322,0,,
1571,34.4008255,-5.295589,1,0.02069,147890000000.0,1.6966,0.221936,0.778574,3.31899,0,,
1572,34.3603745,-5.2959518,1,0.00481,12080700000.0,1.1955,0.0038817,0.0550808,0.382045,0,,
1575,34.3288116,-5.2955432,1,0.01169,107905000000.0,2.1806,0.803917,1.12416,1.31443,0,,
1586,34.3021736,-5.2952275,1,0.01653,93209400000.0,1.4435,1.47151,2.61225,3.90988,0,,
1587,34.3391991,-5.295526,1,0.04725,406592000000.0,2.0956,0.543295,1.01507,1.6053,0,,
1588,34.3203812,-5.295732,1,0.006943,94668300000.0,2.4462,0.237502,0.390421,0.413085,0,,
1597,34.3133278,-5.2954473,1,0.01395,526381000000.0,2.9778,0.93538,1.81845,3.43516,0,,
1606,34.3169289,-5.2956734,1,0.001842,14722300000.0,2.0196,0.217089,0.400675,0.532835,0,,
1609,34.4035797,-5.2947588,1,0.04997,681345000000.0,2.4474,1.6893,2.60825,4.05867,0,,
1615,34.3277092,-5.2949858,1,0.01038,21852700000.0,1.1301,1.13489,1.84813,2.69772,0,,
1616,34.2800293,-5.2957883,1,0.008438,6069050000.0,0.7189,0.15203,0.221931,0.250936,0,,
1621,34.311779,-5.2956338,1,0.000324,7890800000.0,2.7385,1.09714,1.0487,0.814148,0,,
1623,34.2777481,-5.2957511,1,0.003562,2014260000.0,0.6443,0.0775876,0.141035,0.173488,0,,
1629,34.3885803,-5.2956676,1,0.01152,97740900000.0,2.0808,0.12263,0.232131,0.676527,0,,
1630,34.2988777,-5.2957792,1,0.01291,262959000000.0,2.6435,0.127296,0.230354,0.320689,0,,
1635,34.2999191,-5.2955947,1,0.00938,6399910000.0,0.7064,0.205239,0.270854,0.203399,0,,
1639,34.3651581,-5.2954082,1,0.007085,38213400000.0,1.4141,0.236203,0.347796,0.672446,0,,
1644,34.343792,-5.2954063,1,0.01501,2721320000000.0,3.768,0.244996,0.281643,0.354352,0,,
1646,34.4032364,-5.2944388,1,0.00507,71812500000.0,2.4577,0.981839,1.42232,1.56357,0,,
1647,34.3733978,-5.2945542,1,0.01217,85416100000.0,1.6026,0.681893,0.886466,1.35416,0,,
1649,34.3194046,-5.294816,1,0.003397,315230000000.0,3.3512,0.397077,0.537392,1.36362,0,,
1652,34.3067818,-5.2945709,1,0.01636,172198000000.0,2.2959,0.289722,1.56491,4.51226,0,,
1658,34.3940811,-5.2953553,1,0.009246,2297830000000.0,4.0128,0.522978,0.46458,0.456182,0,,
1659,34.363121,-5.293961,1,0.003865,20294700000.0,1.4032,1.07604,2.10269,3.73999,0,,
1666,34.3732834,-5.2937016,1,0.004249,5022960000.0,0.9419,2.00637,3.25198,4.57264,0,,
1670,34.3126106,-5.2934761,1,0.02899,66213900000.0,1.1694,1.42081,3.15764,6.85804,0,,
1678,34.3073044,-5.2948165,1,0.005383,87903600000.0,2.5247,0.463121,0.783072,1.23368,0,,
1681,34.3846397,-5.2949142,1,0.004408,7531820000.0,1.0627,0.187617,0.338763,0.334177,0,,
1683,34.2779541,-5.2933164,1,0.01841,14320900000.0,0.7457,1.29702,2.65615,5.29194,0,,
1684,34.3205833,-5.2940392,1,0.06516,45676800000.0,0.7156,0.395476,0.695534,1.24149,0,,
1685,34.3388557,-5.2940502,1,0.008795,59640300000.0,1.5611,1.48679,2.55842,4.17413,0,,
1687,34.3752365,-5.2948785,1,0.01319,356513000000.0,2.7832,0.331556,0.435813,0.363655,0,,
1691,34.3724594,-5.2945194,1,0.009733,5659510000.0,0.6516,0.240041,0.494828,0.73125,0,,
1697,34.3653145,-5.2942805,1,0.01021,2989370000000.0,4.4566,0.402545,1.96686,10.016,0,,
1698,34.3116646,-5.2946887,1,0.03152,74301400000.0,1.1751,0.422884,0.427869,0.499294,0,,
1700,34.3129692,-5.2936049,1,0.006719,9441320000.0,1.0012,1.05756,2.05166,4.42904,0,,
1702,34.3184929,-5.2933097,1,0.04127,6760260000.0,0.4058,3.74628,6.59393,12.4616,0,,
1709,34.3488007,-5.2943487,1,0.01484,443300000000.0,2.8405,0.36269,0.581132,0.791169,0,,
1717,34.3020096,-5.2943792,1,0.002914,2150880000.0,0.7344,0.161374,0.292745,0.4278,0,,
1718,34.3395538,-5.2944846,1,0.002495,1333330000.0,0.6278,0.120311,0.199007,0.313023,0,,
1722,34.3212547,-5.2943559,1,0.0147,113914000000.0,1.9899,0.344467,0.964386,4.8566,0,,
1723,34.3872757,-5.2945404,1,0.01115,203240000000.0,2.5887,0.223664,0.311734,0.462039,0,,
1724,34.2629929,-5.2939734,1,0.005334,77967600000.0,2.4753,0.642953,1.1378,1.57922,0,,
1729,34.2670479,-5.2936082,1,0.01169,132135000000.0,2.3422,0.507485,1.26718,2.55984,0,,
1731,34.3506546,-5.2937384,1,0.008186,13071200000.0,1.037,0.677133,1.00317,1.24209,0,,
1734,34.3741608,-5.294292,1,0.008239,11219100000.0,0.9874,0.235532,0.324182,0.454309,0,,
1742,34.3031502,-5.2940326,1,0.008239,116699000000.0,2.4669,0.188565,0.361923,0.557525,0,,
1751,34.3191872,-5.2928753,1,0.01537,233209000000.0,2.4957,0.491568,3.66745,12.4322,0,,
1753,34.3926315,-5.2940326,1,0.01038,82962600000.0,2.0308,0.163294,0.231703,0.404523,0,,
1757,34.2771797,-5.2933187,1,0.001167,678583000.0,0.6525,0.950281,1.29955,1.31858,0,,
1761,34.3451004,-5.2940831,1,0.0138,2014420000000.0,3.6146,0.107193,0.232567,0.164624,0,,
1763,34.267231,-5.2930903,1,0.003594,31372400000.0,2.1196,0.348784,1.16599,2.63778,0,,
1769,34.2676468,-5.2920213,1,0.0114,79546400000.0,1.8422,1.91277,3.50022,7.57359,0,,
1770,34.3484116,-5.2935867,1,0.005074,30936600000.0,1.4914,0.259563,0.475578,0.889908,0,,
1785,34.3622665,-5.2907128,1,0.2852,90402100000.0,0.5108,2.50837,8.64184,44.7512,0,,
1796,34.3257713,-5.2926183,1,0.02599,51716900000.0,1.1095,1.61218,2.88094,4.38155,0,,
1804,34.373848,-5.292614,1,0.01854,49893600000.0,1.2194,0.457369,0.892413,1.44304,0,,
1805,34.3785858,-5.2926159,1,0.01427,100155000000.0,1.5999,0.776341,1.64816,3.56867,0,,
1808,34.3260117,-5.2935791,1,0.00122,1661280000.0,0.9867,0.146394,0.178059,0.319507,0,,
1816,34.3734283,-5.2928109,1,0.01727,19963000000.0,0.9324,0.368517,0.649496,0.64059,0,,
1821,34.3872566,-5.2930665,1,0.02533,180866000000.0,1.6429,0.214804,0.313042,0.470818,0,,
1822,34.3211784,-5.292573,1,0.01351,329027000000.0,2.7294,0.599282,1.73837,4.34764,0,,
1824,34.3961258,-5.2929993,1,0.006167,3585960000.0,0.6552,0.246731,0.389597,0.49322,0,,
1826,34.3746414,-5.2925758,1,0.001711,1733890000.0,0.873,0.503233,0.891934,1.34117,0,,
1832,34.3890381,-5.2910395,1,0.0009128,5726040.0,0.1087,4.60499,9.91058,16.3701,0,,
1834,34.3815079,-5.2923169,1,0.009738,67949400000.0,1.8316,0.573478,0.989711,2.23562,0,,
1842,34.3409805,-5.290092,1,0.2166,193376000000.0,0.8001,7.55115,14.8052,31.9679,0,,
1845,34.3493729,-5.2925334,1,0.06333,1711750000000.0,2.7906,0.154679,0.958061,4.71726,0,,
1849,34.3050537,-5.2927322,1,0.03029,3703110000.0,0.3631,0.145715,0.229373,0.301874,0,,
1854,34.3034897,-5.292655,1,0.01126,170848000000.0,2.4908,0.341825,0.551806,0.414907,0,,
1856,34.3198586,-5.2906804,1,0.1379,16859000000.0,0.3593,2.91985,9.00978,29.1565,0,,
1858,34.3801384,-5.2922521,1,0.003107,21696400000.0,1.7837,0.603254,0.814736,1.22007,0,,
1861,34.3429337,-5.2925205,1,0.0159,268985000000.0,2.5577,0.233209,0.293102,0.168619,0,,
1863,34.3810272,-5.2927356,1,0.008027,55855400000.0,1.8216,0.222513,0.284707,0.337453,0,,
1865,34.3627701,-5.2914624,1,0.03077,671755000000.0,2.6725,1.50463,5.13984,10.6875,0,,
1868,34.2580795,-5.2913456,1,0.05708,575378000000.0,2.2632,1.65751,3.16683,5.96352,0,,
1869,34.360733,-5.2920318,1,0.01514,132159000000.0,2.1146,0.398122,0.841985,1.85604,0,,
1875,34.3969994,-5.2918286,1,0.008832,19637800000.0,1.1557,0.413441,0.668031,1.03857,0,,
1879,34.3266602,-5.2925663,1,0.00899,76275200000.0,2.0879,0.0742956,0.135547,0.265569,0,,
1881,34.4028854,-5.2917895,1,0.003061,36603300000.0,2.3758,0.413012,0.614593,0.941512,0,,
1883,34.2953033,-5.2924099,1,0.003406,77135100000.0,2.6982,0.542649,0.24714,0.299739,0,,
1889,34.3422699,-5.2910862,1,0.04428,194102000000.0,1.3519,0.56687,2.4971,9.2106,0,,
1892,34.3619843,-5.2919374,1,0.00367,758982000.0,0.4369,0.243076,0.404197,0.607876,0,,
1899,34.388279,-5.2919989,1,0.01031,89997100000.0,2.1125,0.233875,0.359282,0.721835,0,,
1903,34.3096085,-5.2902651,1,0.1892,203456000000.0,0.9008,1.84968,6.42801,22.2741,0,,
1913,34.3198013,-5.2916255,1,0.01382,165259000000.0,2.3776,0.238101,0.303791,0.24793,0,,
1915,34.2637482,-5.2902951,1,0.007974,56416900000.0,1.6188,0.715747,4.62253,15.4921,0,,
1920,34.3078651,-5.2915316,1,0.04266,1232770000000.0,2.834,0.163824,0.520948,2.12312,0,,
1921,34.319828,-5.291822,1,0.004582,681579000.0,0.392,0.127244,0.199208,0.218163,0,,
1924,34.3452263,-5.2910585,1,0.01984,138055000000.0,1.8256,1.57483,2.61312,4.18763,0,,
1930,34.3844872,-5.2899194,1,0.1323,505883000000.0,1.3151,0.665319,3.16932,19.6049,0,,
1935,34.3466301,-5.2911677,1,0.008645,60488500000.0,1.8469,0.421443,0.801956,1.28864,0,,
1936,34.323822,-5.2915654,1,0.02558,25922100000.0,0.8715,0.209726,0.32085,0.288772,0,,
1937,34.3895187,-5.290555,1,0.02915,300072000000.0,2.2769,1.55563,2.59231,4.22935,0,,
1938,34.3895798,-5.2911754,1,0.0002021,3300260000.0,2.5379,0.424957,0.827128,2.54654,0,,
1948,34.3660088,-5.2880511,1,0.04387,3319840000.0,0.3038,6.4511,10.2835,12.4775,0,,
1951,34.3719101,-5.2895546,1,0.2226,333076000000.0,1.0166,1.6121,5.11301,21.3392,0,,
1952,34.3243942,-5.2910557,1,0.02736,241823000000.0,2.1266,0.579563,0.898676,0.98352,0,,
1955,34.3302078,-5.2903838,1,0.02696,53647100000.0,1.1098,1.13601,2.41858,4.81173,0,,
1960,34.372776,-5.2895603,1,0.005606,8664320000.0,1.0281,1.53074,2.94779,5.34055,0,,
1964,34.2805214,-5.2915392,1,0.008551,1499630000000.0,3.7297,0.141278,0.226096,0.208832,0,,
1965,34.2977066,-5.2897825,1,0.01158,81264700000.0,1.7685,1.21938,2.18631,3.81145,0,,
1974,34.2741928,-5.2893615,1,0.09465,687717000000.0,1.9176,0.9305,4.93187,13.9545,0,,
1982,34.3442268,-5.2899289,1,0.04607,327605000000.0,1.6301,1.12858,1.74162,2.90412,0,,
1983,34.395668,-5.2909908,1,0.02909,4577340000000.0,3.6637,0.188724,0.373945,0.75644,0,,
1985,34.251503,-5.2904277,1,0.004087,83246500000.0,2.6474,0.879444,1.49722,0.767692,0,,
1991,34.3932419,-5.2900705,1,0.05622,555529000000.0,2.2421,0.18703,0.796546,4.49708,0,,
1998,34.2632141,-5.2896647,1,0.1204,816452000000.0,1.5682,0.339544,1.65518,8.27128,0,,
1999,34.3690605,-5.2898378,1,0.02306,27929000000.0,0.948,2.30775,3.02934,3.57571,0,,
2008,34.3802605,-5.2889962,1,0.05086,469464000000.0,2.1757,2.19668,3.56112,6.25043,0,,
2015,34.2559013,-5.2887206,1,0.221,1536140000000.0,1.586,3.45931,7.27282,15.1993,0,,
2018,34.3457031,-5.2899094,1,0.01839,129982000000.0,1.8857,0.43597,1.47337,4.48554,0,,
2019,34.3785477,-5.2906222,1,0.0168,570373000000.0,2.9214,0.208049,0.270845,0.567052,0,,
2022,34.3793869,-5.2898593,1,0.01796,158741000000.0,2.1378,0.466693,1.1603,3.07033,0,,
2024,34.3265915,-5.2896943,1,0.001398,52751300000.0,2.9765,0.899736,1.75659,2.48525,0,,
2025,34.3192253,-5.289804,1,0.01592,30782700000.0,1.0976,0.767946,1.21668,1.98721,0,,
2032,34.3952866,-5.290473,1,0.026,1880370000000.0,3.239,0.155459,0.263335,0.662494,0,,
2049,34.3209381,-5.2897167,1,0.00122,8864390000.0,1.9272,0.525131,0.774899,1.04655,0,,
2051,34.3794975,-5.2888446,1,0.1109,1040210000000.0,2.2013,0.617371,1.50013,5.15349,0,,
2065,34.3414345,-5.2887216,1,0.03388,30812600000.0,0.8133,1.52909,3.00824,6.35314,0,,
2068,34.3799858,-5.2898655,1,0.01712,33103000000.0,1.1065,0.195644,0.328353,0.519387,0,,
2071,34.3343391,-5.2883339,1,0.01987,19719800000.0,0.8634,0.621005,4.49353,14.3183,0,,
2077,34.3435326,-5.2899418,1,0.0003839,4736300000.0,2.3864,0.132243,0.196234,0.385956,0,,
2078,34.3463287,-5.2891717,1,0.01143,80222400000.0,1.6057,0.30172,0.737361,1.33844,0,,
2079,34.2510071,-5.2894435,1,0.01354,31917500000.0,1.1803,0.315228,0.629338,0.998603,0,,
2081,34.3645325,-5.2900057,1,0.001422,10060800000.0,1.6211,0.105874,0.109858,0.407827,0,,
2092,34.3618584,-5.2875361,1,0.0628,6236930000.0,0.3326,5.685,11.1392,20.5008,0,,
2094,34.253231,-5.28971,1,0.01892,131654000000.0,1.8245,0.139218,0.24527,0.236472,0,,
2096,34.3523865,-5.2886534,1,0.01638,32594200000.0,1.1141,1.12667,1.5902,1.85005,0,,
2100,34.3328171,-5.2892318,1,0.01497,10293300.0,0.0401,0.0275861,0.241576,0.746946,0,,
2103,34.3404465,-5.2890015,1,0.009851,68790300000.0,1.7741,0.490083,0.671694,0.848691,0,,
2105,34.3616829,-5.2884841,1,0.009664,56711600000.0,1.4615,0.601334,2.13304,6.83073,0,,
2107,34.2714081,-5.2886586,1,0.01611,228185000000.0,2.465,0.572026,1.19753,2.82136,0,,
2109,34.2729721,-5.2891717,1,0.01571,4475930000000.0,4.3766,0.358203,0.590151,0.867473,0,,
2112,34.3202591,-5.2886963,1,0.01468,23440700000.0,1.0376,0.47792,0.994638,1.76266,0,,
2118,34.2809944,-5.2885714,1,0.008072,5958100000.0,0.7277,0.394328,0.647332,0.863196,0,,
2119,34.3042603,-5.2888017,1,9.104e-06,449028000.0,3.096,0.730233,1.00546,1.44772,0,,
2122,34.3167801,-5.2891831,1,0.006345,2715910000.0,0.5754,0.166307,0.261867,0.402871,0,,
2124,34.240696,-5.2843966,1,0.3965,31679700000.0,0.3066,10.3775,43.1406,133.816,0,,
2125,34.3806992,-5.2888083,1,0.003155,747922000.0,0.4578,0.233354,0.507111,0.816668,0,,
2126,34.3396263,-5.2890248,1,0.0115,151353000000.0,2.424,0.130513,0.275141,0.0874913,0,,
2129,34.3144836,-5.2885542,1,0.0001332,116574000.0,0.7901,0.441419,0.605404,0.752512,0,,
2134,34.3722763,-5.2892213,1,0.03037,3174140000.0,0.3425,0.155203,0.302924,0.448601,0,,
2140,34.3010063,-5.2876182,1,0.004176,1298830000000.0,4.6989,0.963947,2.59375,3.26597,0,,
2142,34.2738724,-5.2874441,1,0.01839,17754400000.0,0.8434,2.08094,3.19409,4.88514,0,,
2143,34.3302917,-5.2879548,1,0.02854,520221000000.0,2.5903,0.806284,1.66731,3.58952,0,,
2144,34.3090019,-5.2885866,1,0.0009831,689147000.0,0.7131,0.184252,0.312531,0.470814,0,,
2145,34.3760262,-5.288806,1,0.005253,6941380000.0,0.9796,0.113682,0.199695,0.208109,0,,
2148,34.3407593,-5.2888436,1,0.02546,3787210000.0,0.3883,0.116017,0.21085,0.284804,0,,
2149,34.3194923,-5.2872419,1,0.001248,41069700000.0,2.9094,0.704045,1.24015,1.6642,0,,
2153,34.2995567,-5.2887645,1,0.02493,1229600000000.0,3.1099,0.164812,0.294049,0.254658,0,,
2161,34.3049736,-5.2877555,1,0.02316,255503000000.0,2.3331,0.763902,1.42983,2.02537,0,,
2173,34.2716179,-5.2881751,1,0.06975,625235000000.0,2.1415,0.294565,0.426544,0.726167,0,,
2177,34.3428917,-5.287343,1,0.05533,537890000000.0,2.2329,0.805913,1.87335,3.98122,0,,
2181,34.2734451,-5.2866817,1,0.0002031,12167700.0,0.2764,1.25613,2.29749,3.41918,0,,
2184,34.3056908,-5.2882557,1,0.005074,5603340000.0,0.9169,0.197635,0.29194,0.410315,0,,
2190,34.262001,-5.2875309,1,0.004509,22957400000.0,1.3902,0.656943,1.54063,3.0829,0,,
2191,34.3468094,-5.2876439,1,0.002014,10862600000.0,1.4179,1.01095,1.75333,2.48436,0,,
2196,34.2789536,-5.287652,1,0.02527,260131000000.0,2.2783,0.232477,0.914808,1.80772,0,,
2201,34.2714424,-5.2874784,1,0.08109,563646000000.0,1.5976,0.582406,1.50149,5.35758,0,,
2204,34.3309402,-5.2874503,1,0.008356,1138480000000.0,3.5886,0.341659,1.3202,7.99088,0,,
2205,34.2524223,-5.2865257,1,0.02341,21290500000.0,0.8058,0.917081,2.39491,6.43204,0,,
2209,34.3461113,-5.2881637,1,0.01243,3409020000000.0,4.2337,0.231761,0.407174,1.61346,0,,
2211,34.3287392,-5.2872844,1,0.007056,49523100000.0,1.6068,1.02478,1.71062,2.37548,0,,
2212,34.4025383,-5.2867775,1,0.0009518,20779200000.0,2.6685,1.19875,4.2373,9.52383,0,,
2213,34.2549706,-5.287755,1,0.01129,9450860000.0,0.7724,0.139775,0.23595,0.360453,0,,
2218,34.3005295,-5.2864261,1,0.01514,12967700000.0,0.7854,1.67487,2.6392,3.6546,0,,
2227,34.3289833,-5.2863054,1,0.1987,1419870000000.0,1.6549,1.69,3.54466,11.8091,0,,
2233,34.3341255,-5.2874775,1,0.02043,12200000000.0,0.659,0.156822,0.277596,0.362038,0,,
2236,34.2679634,-5.2872009,1,0.01778,388164000000.0,2.6786,0.54482,0.817321,0.991396,0,,
2243,34.3799973,-5.2868552,1,0.08312,1693040000000.0,2.6335,0.215703,0.999191,3.74733,0,,
2244,34.2641792,-5.2869334,1,0.007597,11367400000.0,1.0168,0.929008,1.16103,1.61702,0,,
2245,34.3586273,-5.2871547,1,0.0151,205890000000.0,2.4406,0.294145,0.446677,0.587475,0,,
2246,34.3871536,-5.2872572,1,0.003905,453677000.0,0.3534,0.0871151,0.184515,0.364588,0,,
2248,34.2791557,-5.2867823,1,0.05468,2696930000000.0,3.1108,0.442204,1.05028,2.59789,0,,
2252,34.3876839,-5.2870865,1,0.01064,2627660000.0,0.4669,0.195356,0.468019,0.790642,0,,
2253,34.2569122,-5.2851782,1,0.02565,142977000.0,0.1044,2.50142,5.01037,7.13964,0,,
2260,34.2654533,-5.2865672,1,0.01872,131371000000.0,1.7712,0.316182,0.571706,1.04347,0,,
2262,34.3387489,-5.2866902,1,0.005257,85846000000.0,2.5272,0.515574,0.967396,1.19761,0,,
2268,34.2744904,-5.2871513,1,0.004611,4336520000.0,0.828,0.441143,0.518824,0.261245,0,,
2279,34.4009743,-5.2855806,1,0.007121,1540430000.0,0.4433,0.909616,2.12662,4.81703,0,,
2288,34.3043823,-5.2861538,1,0.03782,330135000000.0,2.1215,0.135141,0.526064,2.47989,0,,
2292,34.2755508,-5.2861967,1,0.002628,233261000000.0,3.3279,0.578808,0.884611,2.19387,0,,
2293,34.2984657,-5.2863035,1,0.009863,28741600000.0,1.2483,0.551149,0.925323,1.27722,0,,
2295,34.2582359,-5.2868171,1,0.00769,776832000000.0,3.3926,0.159113,0.209062,0.342775,0,,
2299,34.2474174,-5.2863636,1,0.001595,10283500000.0,1.5305,0.549315,0.651801,0.754139,0,,
2301,34.3671341,-5.2841311,1,0.1064,96766700000.0,0.8066,1.34604,5.34407,30.5916,0,,
2319,34.3397522,-5.283422,1,0.0522,27895600000.0,0.6326,4.18691,11.8873,29.9253,0,,
2320,34.3391838,-5.2855363,1,0.01129,71495600000.0,1.5166,1.22975,2.28553,4.41641,0,,
2321,34.2626762,-5.2858295,1,0.0396,316505000000.0,2.0294,0.688047,1.24799,2.22868,0,,
2323,34.3126526,-5.2862096,1,0.0185,1337960000000.0,3.239,0.211349,0.910171,5.98621,0,,
2327,34.3610916,-5.2858434,1,0.008121,103379000000.0,2.4147,0.535649,0.980834,1.75069,0,,
2330,34.2605667,-5.2862082,1,0.001481,2016690000.0,0.9874,0.150411,0.229601,0.272069,0,,
2338,34.3379974,-5.2859311,1,0.01655,417125000000.0,2.7484,0.205848,0.354577,0.653079,0,,
2343,34.3623352,-5.2852502,1,0.004899,42156500000.0,2.104,1.04916,1.81164,3.13339,0,,
2351,34.3895264,-5.2860751,1,0.000302,357010000.0,0.9415,0.0821493,0.230093,0.436478,0,,
2355,34.3949394,-5.2854352,1,0.01045,72751600000.0,1.8041,0.737215,1.3171,1.90397,0,,
2356,34.3928604,-5.2854729,1,0.001013,13812300000.0,2.4497,0.549392,0.790693,0.528841,0,,
2374,34.3402977,-5.2850146,1,0.04144,293193000000.0,1.6153,0.738562,1.59012,3.6104,0,,
2375,34.3912277,-5.2854419,1,0.01607,1595980000.0,0.3373,0.089241,0.277083,0.484441,0,,
